mod,nAg,nOb,obDen,rRep,rOr,rOrX,rAt,rAtX,str,exp,hullOLD,hull,iso,isoLast,cco,ccoLast,cc,ccLast,vmrLast,degIn,degOut,degTot,avgDeg
V,200,20,0.1,20,40,2X,60,1.50X,135,488.36,128203.63,128.2,0.11,0,1.11,1,0.35,0.37,4.31,11.08,11.08,22.16,11.08
V,200,20,0.1,20,40,2X,60,1.50X,135,503.08,143407.19,143.41,0,0,1,1,0.35,0.37,3.28,11.06,11.06,22.13,11.06
V,200,20,0.1,20,40,2X,60,1.50X,135,509.91,148973.31,148.97,0,0,1,1,0.36,0.37,3.27,10.77,10.77,21.55,10.77
V,200,20,0.1,20,40,2X,60,1.50X,135,569.91,153246.81,153.25,0,0,1,1,0.36,0.39,2.81,10.75,10.75,21.51,10.75
V,200,20,0.1,20,40,2X,60,1.50X,135,487.56,145167.12,145.17,0,0,1,1,0.34,0.38,3.16,10.79,10.79,21.57,10.79
V,200,20,0.1,20,40,2X,60,1.50X,135,470.85,142120.25,142.12,0,0,1,1,0.35,0.36,3.48,10.89,10.89,21.78,10.89
V,200,20,0.1,20,40,2X,60,1.50X,135,473.31,147194.61,147.19,0,0,1,1,0.36,0.38,2.81,10.92,10.92,21.84,10.92
V,200,20,0.1,20,40,2X,60,1.50X,135,557.87,149455.3,149.46,0,0,1,1,0.37,0.39,2.77,10.87,10.87,21.75,10.87
V,200,20,0.1,20,40,2X,60,1.50X,135,506.19,138575.72,138.58,0,0,1,1,0.36,0.39,4.17,10.95,10.95,21.91,10.95
V,200,20,0.1,20,40,2X,60,1.50X,135,497.67,148353.94,148.35,0.65,1,1.65,2,0.35,0.36,3.29,10.95,10.95,21.91,10.95
V,200,20,0.1,20,40,2X,60,1.50X,135,491.8,142606.4,142.61,0.02,0,1.02,1,0.36,0.39,3.14,10.78,10.78,21.56,10.78
V,200,20,0.1,20,40,2X,80,2X,45,379.68,116194.86,116.19,0,0,1,1,0.36,0.38,4.61,11.42,11.42,22.83,11.42
V,200,20,0.1,20,40,2X,80,2X,45,408.51,113375.56,113.38,0,0,1,1,0.36,0.36,5.1,11.33,11.33,22.65,11.33
V,200,20,0.1,20,40,2X,80,2X,45,346.24,109774.52,109.77,0.13,1,1.13,2,0.35,0.35,5.36,11.38,11.38,22.75,11.38
V,200,20,0.1,20,40,2X,80,2X,45,407.68,117762.88,117.76,0.06,0,1.06,1,0.34,0.36,4.41,11.17,11.17,22.33,11.17
V,200,20,0.1,20,40,2X,80,2X,45,307.53,115795.28,115.8,0.55,1,1.55,2,0.36,0.37,5.62,11.34,11.34,22.68,11.34
V,200,20,0.1,20,40,2X,80,2X,45,363.06,108950.06,108.95,0,0,1,1,0.36,0.38,3.9,11.36,11.36,22.72,11.36
V,200,20,0.1,20,40,2X,80,2X,45,466.57,105658.96,105.66,0,0,1,1,0.35,0.38,5.22,11.21,11.21,22.41,11.21
V,200,20,0.1,20,40,2X,80,2X,45,456.18,107758.45,107.76,0,0,1,1,0.35,0.37,4.51,11.24,11.24,22.48,11.24
V,200,20,0.1,20,40,2X,80,2X,45,457.84,115884.58,115.88,0,0,1,1,0.35,0.37,5.64,11.37,11.37,22.75,11.37
V,200,20,0.1,20,40,2X,80,2X,45,360.55,113396.9,113.4,0.12,1,1.12,2,0.36,0.35,5.37,11.29,11.29,22.59,11.29
V,200,20,0.1,20,40,2X,80,2X,45,415.71,130665.31,130.67,0.1,1,1.1,2,0.35,0.36,3.91,11.3,11.3,22.6,11.3
V,200,20,0.1,20,40,2X,80,2X,45,363.94,103618.15,103.62,0,0,1,1,0.36,0.37,5.2,11.5,11.5,23,11.5
V,200,20,0.1,20,40,2X,80,2X,45,330.33,84174.74,84.17,0.01,0,1.01,1,0.36,0.37,6.06,11.3,11.3,22.61,11.3
V,200,20,0.1,20,40,2X,80,2X,45,360.04,96794.23,96.79,0.11,0,1.11,1,0.34,0.35,5.48,11.43,11.43,22.86,11.43
V,200,20,0.1,20,40,2X,80,2X,45,423.78,110930.81,110.93,0.11,0,1.11,1,0.34,0.35,5.82,11.14,11.14,22.27,11.14
V,200,20,0.1,20,40,2X,80,2X,45,378.2,121563.97,121.56,0.26,0,1.26,1,0.34,0.37,5.55,11.44,11.44,22.88,11.44
V,200,20,0.1,20,40,2X,80,2X,45,450.31,131186.44,131.19,0.01,0,1.01,1,0.37,0.35,4.35,10.92,10.92,21.83,10.92
V,200,20,0.1,20,40,2X,80,2X,45,473.75,126285.73,126.29,0,0,1,1,0.36,0.4,4.41,11.16,11.16,22.31,11.16
V,200,20,0.1,20,40,2X,80,2X,45,402.88,104820,104.82,0,0,1,1,0.35,0.38,6.02,11.11,11.11,22.22,11.11
V,200,20,0.1,20,40,2X,80,2X,45,393.63,98926.17,98.93,0,0,1,1,0.35,0.36,5.25,11.28,11.28,22.57,11.28
V,200,20,0.1,20,40,2X,80,2X,45,331.63,93714.27,93.71,0,0,1,1,0.37,0.36,5.1,11.47,11.47,22.94,11.47
V,200,20,0.1,20,40,2X,80,2X,45,454.89,120423.38,120.42,0.07,0,1.07,1,0.37,0.38,4.27,11.3,11.3,22.6,11.3
V,200,20,0.1,20,40,2X,80,2X,45,425.82,112674.2,112.67,0.12,1,1.12,2,0.36,0.39,7.76,11.38,11.38,22.76,11.38
V,200,20,0.1,20,40,2X,80,2X,45,430.46,103394,103.39,0,0,1,1,0.36,0.37,4.72,11.25,11.25,22.51,11.25
V,200,20,0.1,20,40,2X,80,2X,45,416.15,115124.08,115.12,0.02,0,1.02,1,0.36,0.37,4.1,11.04,11.04,22.08,11.04
V,200,20,0.1,20,40,2X,80,2X,90,413.49,127036.44,127.04,0,0,1,1,0.36,0.37,4.09,11.27,11.27,22.54,11.27
V,200,20,0.1,20,40,2X,80,2X,90,455.31,125925.78,125.93,0.02,1,1.02,2,0.35,0.37,4.24,11.21,11.21,22.43,11.21
V,200,20,0.1,20,40,2X,80,2X,90,399.03,120877.61,120.88,0,0,1,1,0.36,0.38,4.81,11.16,11.16,22.32,11.16
V,200,20,0.1,20,40,2X,80,2X,90,456.77,117157.84,117.16,0,0,1,1,0.35,0.37,4.67,11,11,22.01,11
V,200,20,0.1,20,40,2X,80,2X,90,345.28,98241.57,98.24,0.25,1,1.25,2,0.36,0.37,5.13,11.16,11.16,22.33,11.16
V,200,20,0.1,20,40,2X,80,2X,90,415.01,121832.37,121.83,0,0,1,1,0.36,0.38,3.77,11.24,11.24,22.47,11.24
V,200,20,0.1,20,40,2X,80,2X,90,495.13,125428.2,125.43,0.04,0,1.04,1,0.35,0.36,4.57,11.14,11.14,22.28,11.14
V,200,20,0.1,20,40,2X,80,2X,90,496.07,117803.27,117.8,0,0,1,1,0.35,0.38,4.15,11.09,11.09,22.19,11.09
V,200,20,0.1,20,40,2X,80,2X,90,489.56,123409.18,123.41,0,0,1,1,0.34,0.37,4.93,11.21,11.21,22.41,11.21
V,200,20,0.1,20,40,2X,80,2X,90,437.19,134340.38,134.34,0.02,0,1.02,1,0.36,0.37,4.08,11.14,11.14,22.28,11.14
V,200,20,0.1,20,40,2X,80,2X,90,461.84,145036.33,145.04,0.02,1,1.02,2,0.35,0.36,3.47,11.1,11.1,22.21,11.1
V,200,20,0.1,20,40,2X,80,2X,90,420.24,108365.38,108.37,0.03,0,1.03,1,0.36,0.36,4.77,11.35,11.35,22.7,11.35
V,200,20,0.1,20,40,2X,80,2X,90,384.99,117572.5,117.57,0.04,0,1.04,1,0.36,0.36,4.99,11.19,11.19,22.38,11.19
V,200,20,0.1,20,40,2X,80,2X,90,396.22,111562.84,111.56,0.17,1,1.17,2,0.34,0.35,5.14,11.39,11.39,22.78,11.39
V,200,20,0.1,20,40,2X,80,2X,90,454.72,116885.22,116.89,0.1,0,1.1,1,0.36,0.38,5.8,11.1,11.1,22.19,11.1
V,200,20,0.1,20,40,2X,80,2X,90,437,133970.58,133.97,0.02,1,1.02,2,0.35,0.36,4.3,11.27,11.27,22.54,11.27
V,200,20,0.1,20,40,2X,80,2X,90,473.35,132890.2,132.89,0,0,1,1,0.36,0.37,4.41,10.82,10.82,21.63,10.82
V,200,20,0.1,20,40,2X,80,2X,90,519.55,139922.17,139.92,0,0,1,1,0.37,0.39,3.75,10.98,10.98,21.97,10.98
V,200,20,0.1,20,40,2X,80,2X,90,440.94,133334.5,133.33,0,0,1,1,0.35,0.37,4.17,10.95,10.95,21.9,10.95
V,200,20,0.1,20,40,2X,80,2X,90,445.7,125545.02,125.55,0.04,0,1.04,1,0.35,0.36,4.53,11.09,11.09,22.18,11.09
V,200,20,0.1,20,40,2X,80,2X,90,387.33,127215.38,127.22,0.03,0,1.03,1,0.36,0.37,4.14,11.33,11.33,22.67,11.33
V,200,20,0.1,20,40,2X,80,2X,90,502.14,130809.3,130.81,0.09,0,1.09,1,0.37,0.4,4.26,11.15,11.15,22.29,11.15
V,200,20,0.1,20,40,2X,80,2X,90,460.37,126762,126.76,0,0,1,1,0.35,0.37,5.94,11.22,11.22,22.44,11.22
V,200,20,0.1,20,40,2X,80,2X,90,450.87,111386.22,111.39,0,0,1,1,0.36,0.37,4.68,11.32,11.32,22.64,11.32
V,200,20,0.1,20,40,2X,80,2X,90,446.28,119881.95,119.88,0.01,0,1.01,1,0.37,0.38,3.72,10.96,10.96,21.92,10.96
V,200,20,0.1,20,40,2X,80,2X,135,459.01,142618.2,142.62,0,0,1,1,0.35,0.37,3.75,11.1,11.1,22.2,11.1
V,200,20,0.1,20,40,2X,80,2X,135,538,141988.28,141.99,0,0,1,1,0.35,0.36,3.34,11,11,21.99,11
V,200,20,0.1,20,40,2X,80,2X,135,455.17,144156.17,144.16,0.07,0,1.07,1,0.36,0.38,3.9,10.9,10.9,21.81,10.9
V,200,20,0.1,20,40,2X,80,2X,135,479.16,128286.24,128.29,0,0,1,1,0.35,0.37,4.15,10.96,10.96,21.92,10.96
V,200,20,0.1,20,40,2X,80,2X,135,383.93,134729.16,134.73,0,0,1,1,0.37,0.38,4.44,10.99,10.99,21.99,10.99
V,200,20,0.1,20,40,2X,80,2X,135,460.22,138381.95,138.38,0.01,1,1.01,2,0.36,0.37,2.94,11.04,11.04,22.09,11.04
V,200,20,0.1,20,40,2X,80,2X,135,518.22,137091.19,137.09,0.03,0,1.03,1,0.35,0.36,3.97,11.04,11.04,22.08,11.04
V,200,20,0.1,20,40,2X,80,2X,135,524.65,123681,123.68,0,0,1,1,0.36,0.39,4.07,11.05,11.05,22.1,11.05
V,200,20,0.1,20,40,2X,80,2X,135,528.53,139309.73,139.31,0,0,1,1,0.34,0.37,3.88,11.02,11.02,22.04,11.02
V,200,20,0.1,20,40,2X,80,2X,135,483.59,146188.9,146.19,0,0,1,1,0.36,0.38,3.31,11.03,11.03,22.06,11.03
V,200,20,0.1,20,40,2X,80,2X,135,501.86,151847.22,151.85,0,0,1,1,0.35,0.36,2.98,11,11,22,11
V,200,20,0.1,20,40,2X,80,2X,135,462.79,116855.73,116.86,0,0,1,1,0.36,0.39,4.4,11.25,11.25,22.49,11.25
V,200,20,0.1,20,40,2X,80,2X,135,422.78,127555.47,127.56,0.17,1,1.17,2,0.36,0.35,4.4,11.03,11.03,22.07,11.03
V,200,20,0.1,20,40,2X,80,2X,135,437.75,111811.96,111.81,0.05,0,1.05,1,0.35,0.34,4.32,11.31,11.31,22.63,11.31
V,200,20,0.1,20,40,2X,80,2X,135,489.28,125081.16,125.08,0.1,0,1.1,1,0.35,0.37,5,11.09,11.09,22.19,11.09
V,200,20,0.1,20,40,2X,80,2X,135,492.09,139198.83,139.2,0.06,0,1.06,1,0.35,0.39,3.83,11.11,11.11,22.23,11.11
V,200,20,0.1,20,40,2X,80,2X,135,509.27,143113.38,143.11,0,0,1,1,0.36,0.38,4.34,10.78,10.78,21.57,10.78
V,200,20,0.1,20,40,2X,80,2X,135,553.83,152006.56,152.01,0,0,1,1,0.37,0.37,3.52,10.82,10.82,21.64,10.82
V,200,20,0.1,20,40,2X,80,2X,135,468.06,143650.05,143.65,0,0,1,1,0.35,0.37,3.81,10.92,10.92,21.84,10.92
V,200,20,0.1,20,40,2X,80,2X,135,459.21,131066.51,131.07,0.01,0,1.01,1,0.35,0.36,4.6,11.08,11.08,22.16,11.08
V,200,20,0.1,20,40,2X,80,2X,135,446.89,146181.52,146.18,0,0,1,1,0.37,0.4,3.06,11.09,11.09,22.17,11.09
V,200,20,0.1,20,40,2X,80,2X,135,520.25,138882.81,138.88,0.06,0,1.06,1,0.37,0.4,3.91,11.09,11.09,22.17,11.09
V,200,20,0.1,20,40,2X,80,2X,135,477.71,132169.03,132.17,0,0,1,1,0.36,0.4,5.66,11.1,11.1,22.2,11.1
V,200,20,0.1,20,40,2X,80,2X,135,463.53,116454.81,116.45,0,0,1,1,0.35,0.38,4.28,11.31,11.31,22.61,11.31
V,200,20,0.1,20,40,2X,80,2X,135,480.28,144108.94,144.11,0.1,0,1.1,1,0.37,0.38,3.02,10.86,10.86,21.73,10.86
V,200,40,0.2,10,15,1.50X,22,1.50X,45,461.26,107117.67,107.12,0,0,1,1,0.38,0.38,8.47,10.81,10.81,21.62,10.81
V,200,40,0.2,10,15,1.50X,22,1.50X,45,452.47,107287.58,107.29,0.05,0,1.05,1,0.37,0.38,5.12,10.59,10.59,21.18,10.59
V,200,40,0.2,10,15,1.50X,22,1.50X,45,343.99,97277.03,97.28,0.18,0,1.18,1,0.37,0.38,6.14,10.59,10.59,21.19,10.59
V,200,40,0.2,10,15,1.50X,22,1.50X,45,461.3,106395.86,106.4,0,0,1,1,0.37,0.39,8.31,10.63,10.63,21.26,10.63
V,200,40,0.2,10,15,1.50X,22,1.50X,45,345.19,108371.78,108.37,0.09,0,1.09,1,0.38,0.37,6.56,10.62,10.62,21.23,10.62
V,200,40,0.2,10,15,1.50X,22,1.50X,45,383.41,107498.44,107.5,0.04,0,1.04,1,0.37,0.35,9.26,10.72,10.72,21.43,10.72
V,200,40,0.2,10,15,1.50X,22,1.50X,45,431.91,112713.1,112.71,0,0,1,1,0.37,0.38,7.53,10.68,10.68,21.35,10.68
V,200,40,0.2,10,15,1.50X,22,1.50X,45,432.29,110261.79,110.26,0.09,1,1.09,2,0.35,0.34,4.11,10.52,10.52,21.05,10.52
V,200,40,0.2,10,15,1.50X,22,1.50X,45,437.97,106307.42,106.31,0.14,0,1.14,1,0.36,0.34,8.18,10.65,10.65,21.3,10.65
V,200,40,0.2,10,15,1.50X,22,1.50X,45,396.65,91900.52,91.9,0.09,0,1.09,1,0.37,0.36,7.03,10.59,10.59,21.17,10.59
V,200,40,0.2,10,15,1.50X,22,1.50X,45,439.84,108521.13,108.52,0.16,1,1.16,2,0.36,0.35,7.21,10.65,10.65,21.3,10.65
V,200,40,0.2,10,15,1.50X,22,1.50X,45,452.21,108767.26,108.77,0,0,1,1,0.37,0.36,6.45,10.53,10.53,21.07,10.53
V,200,40,0.2,10,15,1.50X,22,1.50X,45,412.52,112874.09,112.87,0.06,0,1.06,1,0.37,0.38,5.74,10.66,10.66,21.32,10.66
V,200,40,0.2,10,15,1.50X,22,1.50X,45,452.04,107258.97,107.26,0.15,0,1.15,1,0.36,0.34,7.13,10.82,10.82,21.64,10.82
V,200,40,0.2,10,15,1.50X,22,1.50X,45,394.5,102419.14,102.42,0.07,0,1.07,1,0.36,0.37,5.58,10.69,10.69,21.38,10.69
V,200,40,0.2,10,15,1.50X,22,1.50X,45,394.01,103381.52,103.38,0.02,1,1.02,2,0.37,0.35,9.79,10.7,10.7,21.39,10.7
V,200,40,0.2,10,15,1.50X,22,1.50X,45,359.88,107124.55,107.12,0.09,0,1.09,1,0.36,0.38,5.85,10.66,10.66,21.32,10.66
V,200,40,0.2,10,15,1.50X,22,1.50X,45,398.12,94708.69,94.71,0.05,0,1.05,1,0.38,0.37,6.42,10.65,10.65,21.29,10.65
V,200,40,0.2,10,15,1.50X,22,1.50X,45,337.98,96840.81,96.84,0.12,0,1.12,1,0.37,0.34,8.59,10.8,10.8,21.59,10.8
V,200,40,0.2,10,15,1.50X,22,1.50X,45,428.55,106415.02,106.42,0.06,1,1.06,2,0.36,0.35,6.81,10.56,10.56,21.12,10.56
V,200,40,0.2,10,15,1.50X,22,1.50X,45,362.22,101066.31,101.07,0.16,1,1.17,2,0.38,0.36,9.63,10.9,10.9,21.8,10.9
V,200,40,0.2,10,15,1.50X,22,1.50X,45,427.51,111969.44,111.97,0.06,0,1.06,1,0.38,0.4,8.63,10.7,10.7,21.41,10.7
V,200,40,0.2,10,15,1.50X,22,1.50X,45,292.47,78495.95,78.5,0.01,0,1.01,1,0.38,0.36,8.27,11.16,11.16,22.32,11.16
V,200,40,0.2,10,15,1.50X,22,1.50X,45,422.52,104978.9,104.98,0,0,1,1,0.37,0.38,6.32,10.63,10.63,21.27,10.63
V,200,40,0.2,10,15,1.50X,22,1.50X,45,345.52,89669.08,89.67,0.06,0,1.06,1,0.38,0.36,9,10.85,10.85,21.69,10.85
V,200,40,0.2,10,15,1.50X,22,1.50X,90,519.14,119504.27,119.5,0,0,1,1,0.38,0.39,5.43,10.61,10.61,21.21,10.61
V,200,40,0.2,10,15,1.50X,22,1.50X,90,546.36,127919.13,127.92,0.11,0,1.11,1,0.36,0.37,4.05,10.29,10.29,20.57,10.29
V,200,40,0.2,10,15,1.50X,22,1.50X,90,408.57,113026.91,113.03,0.19,1,1.19,2,0.37,0.35,7.01,10.45,10.45,20.91,10.45
V,200,40,0.2,10,15,1.50X,22,1.50X,90,482.16,117944.25,117.94,0,0,1,1,0.36,0.38,5.88,10.53,10.53,21.05,10.53
V,200,40,0.2,10,15,1.50X,22,1.50X,90,401.71,122287.56,122.29,0.11,0,1.11,1,0.39,0.39,5.61,10.47,10.47,20.94,10.47
V,200,40,0.2,10,15,1.50X,22,1.50X,90,425.11,120300.55,120.3,0.06,0,1.06,1,0.36,0.34,6.17,10.43,10.43,20.87,10.43
V,200,40,0.2,10,15,1.50X,22,1.50X,90,461.9,119082.17,119.08,0,0,1,1,0.36,0.37,7.11,10.6,10.6,21.19,10.6
V,200,40,0.2,10,15,1.50X,22,1.50X,90,493.93,125567.73,125.57,0.07,0,1.07,1,0.35,0.35,4.5,10.35,10.35,20.69,10.35
V,200,40,0.2,10,15,1.50X,22,1.50X,90,470.59,118638.99,118.64,0.05,0,1.05,1,0.36,0.36,7,10.53,10.53,21.05,10.53
V,200,40,0.2,10,15,1.50X,22,1.50X,90,474.23,119515.56,119.52,0.08,1,1.08,2,0.37,0.36,5.05,10.33,10.33,20.66,10.33
V,200,40,0.2,10,15,1.50X,22,1.50X,90,476.47,122278.97,122.28,0.2,1,1.2,2,0.36,0.33,5.42,10.48,10.48,20.97,10.48
V,200,40,0.2,10,15,1.50X,22,1.50X,90,503.98,125903.88,125.9,0,0,1,1,0.37,0.37,4.8,10.35,10.35,20.7,10.35
V,200,40,0.2,10,15,1.50X,22,1.50X,90,478.72,129112.28,129.11,0.04,0,1.04,1,0.37,0.38,4.97,10.44,10.44,20.87,10.44
V,200,40,0.2,10,15,1.50X,22,1.50X,90,490.05,105352.83,105.35,0,0,1,1,0.35,0.37,6.35,10.6,10.6,21.2,10.6
V,200,40,0.2,10,15,1.50X,22,1.50X,90,446.16,125106.56,125.11,0.1,0,1.1,1,0.35,0.35,4.62,10.48,10.48,20.95,10.48
V,200,40,0.2,10,15,1.50X,22,1.50X,90,488.5,127883.92,127.88,0.02,1,1.02,2,0.37,0.37,6.45,10.46,10.46,20.93,10.46
V,200,40,0.2,10,15,1.50X,22,1.50X,90,432.25,124147.58,124.15,0.03,0,1.03,1,0.36,0.36,4.73,10.37,10.37,20.74,10.37
V,200,40,0.2,10,15,1.50X,22,1.50X,90,460.69,115952.06,115.95,0.04,0,1.04,1,0.37,0.36,6.21,10.42,10.42,20.85,10.42
V,200,40,0.2,10,15,1.50X,22,1.50X,90,382.94,103003.47,103,0.39,1,1.39,2,0.37,0.35,5.61,10.66,10.66,21.33,10.66
V,200,40,0.2,10,15,1.50X,22,1.50X,90,471.55,119172.57,119.17,0.01,0,1.01,1,0.38,0.39,8.3,10.53,10.53,21.05,10.53
V,200,40,0.2,10,15,1.50X,22,1.50X,90,424.12,115235.18,115.24,0,0,1,1,0.37,0.35,5.22,10.56,10.56,21.11,10.56
V,200,40,0.2,10,15,1.50X,22,1.50X,90,506.27,118737.8,118.74,0.03,0,1.03,1,0.37,0.37,6.21,10.49,10.49,20.97,10.49
V,200,40,0.2,10,15,1.50X,22,1.50X,90,456.48,121478.41,121.48,0.01,0,1.01,1,0.38,0.37,6.67,10.61,10.61,21.22,10.61
V,200,40,0.2,10,15,1.50X,22,1.50X,90,473.98,122131.45,122.13,0,0,1,1,0.38,0.39,5.35,10.46,10.46,20.91,10.46
V,200,40,0.2,10,15,1.50X,22,1.50X,90,457.92,122811.42,122.81,0.03,1,1.03,2,0.36,0.36,4.55,10.4,10.4,20.8,10.4
V,200,40,0.2,10,15,1.50X,22,1.50X,135,537.67,130592.4,130.59,0,0,1,1,0.38,0.37,5.47,10.53,10.53,21.06,10.53
V,200,40,0.2,10,15,1.50X,22,1.50X,135,558.21,127154.73,127.15,0,0,1,1,0.36,0.36,4.85,10.28,10.28,20.57,10.28
V,200,40,0.2,10,15,1.50X,22,1.50X,135,454.86,124856.48,124.86,0.17,1,1.17,2,0.37,0.38,7.01,10.29,10.29,20.58,10.29
V,200,40,0.2,10,15,1.50X,22,1.50X,135,496.04,125317.19,125.32,0,0,1,1,0.36,0.36,6.19,10.41,10.41,20.83,10.41
V,200,40,0.2,10,15,1.50X,22,1.50X,135,445.32,132375.02,132.38,0.03,0,1.03,1,0.39,0.4,5.9,10.26,10.26,20.53,10.26
V,200,40,0.2,10,15,1.50X,22,1.50X,135,452.42,132704.67,132.7,0.03,0,1.03,1,0.36,0.36,4.66,10.4,10.4,20.79,10.4
V,200,40,0.2,10,15,1.50X,22,1.50X,135,509.1,128370.62,128.37,0.01,0,1.01,1,0.36,0.37,5.37,10.45,10.45,20.9,10.45
V,200,40,0.2,10,15,1.50X,22,1.50X,135,507.12,125164.2,125.16,0.09,0,1.09,1,0.35,0.35,4.36,10.34,10.34,20.68,10.34
V,200,40,0.2,10,15,1.50X,22,1.50X,135,492.22,120242.23,120.24,0,0,1,1,0.36,0.35,6.8,10.42,10.42,20.84,10.42
V,200,40,0.2,10,15,1.50X,22,1.50X,135,514.94,126878.43,126.88,0.07,1,1.07,2,0.38,0.36,4.57,10.24,10.24,20.47,10.24
V,200,40,0.2,10,15,1.50X,22,1.50X,135,513.37,131472.39,131.47,0,0,1,1,0.37,0.36,5.08,10.42,10.42,20.85,10.42
V,200,40,0.2,10,15,1.50X,22,1.50X,135,529.99,135031.4,135.03,0,0,1,1,0.35,0.36,4.42,10.37,10.37,20.74,10.37
V,200,40,0.2,10,15,1.50X,22,1.50X,135,521.9,134196.48,134.2,0,0,1,1,0.37,0.38,5.26,10.33,10.33,20.67,10.33
V,200,40,0.2,10,15,1.50X,22,1.50X,135,537.55,135327.83,135.33,0.02,0,1.02,1,0.35,0.35,4.31,10.37,10.37,20.73,10.37
V,200,40,0.2,10,15,1.50X,22,1.50X,135,519.19,137119.28,137.12,0.01,0,1.01,1,0.37,0.37,4.68,10.28,10.28,20.55,10.28
V,200,40,0.2,10,15,1.50X,22,1.50X,135,525.46,133686.06,133.69,0.15,1,1.15,2,0.37,0.37,6.04,10.34,10.34,20.68,10.34
V,200,40,0.2,10,15,1.50X,22,1.50X,135,483.59,139636.12,139.64,0,0,1,1,0.36,0.37,4.87,10.25,10.25,20.5,10.25
V,200,40,0.2,10,15,1.50X,22,1.50X,135,484.43,125864.93,125.86,0.1,0,1.1,1,0.36,0.34,5.01,10.35,10.35,20.7,10.35
V,200,40,0.2,10,15,1.50X,22,1.50X,135,427.2,113182.67,113.18,0.21,0,1.21,1,0.36,0.36,4.39,10.48,10.48,20.96,10.48
V,200,40,0.2,10,15,1.50X,22,1.50X,135,515.65,133991,133.99,0,0,1,1,0.37,0.38,6.16,10.33,10.33,20.65,10.33
V,200,40,0.2,10,15,1.50X,22,1.50X,135,473.7,133610.25,133.61,0.05,0,1.05,1,0.38,0.37,4.96,10.39,10.39,20.77,10.39
V,200,40,0.2,10,15,1.50X,22,1.50X,135,555.06,132314.67,132.31,0.05,0,1.05,1,0.37,0.39,5.15,10.45,10.45,20.9,10.45
V,200,40,0.2,10,15,1.50X,22,1.50X,135,508.15,125105.2,125.11,0.05,1,1.05,2,0.38,0.37,5.79,10.35,10.35,20.7,10.35
V,200,40,0.2,10,15,1.50X,22,1.50X,135,520.58,134982.89,134.98,0,0,1,1,0.37,0.38,4.73,10.31,10.31,20.62,10.31
V,200,40,0.2,10,15,1.50X,22,1.50X,135,512.71,132271.52,132.27,0.01,0,1.01,1,0.37,0.37,4.67,10.22,10.22,20.45,10.22
V,200,40,0.2,10,15,1.50X,30,2X,45,460.64,105893.87,105.89,0,0,1,1,0.38,0.39,9,10.83,10.83,21.65,10.83
V,200,40,0.2,10,15,1.50X,30,2X,45,426.74,111575.55,111.58,0.14,1,1.14,2,0.36,0.36,6.87,10.67,10.67,21.34,10.67
V,200,40,0.2,10,15,1.50X,30,2X,45,314.61,74963.41,74.96,0.09,0,1.09,1,0.38,0.35,8.65,10.66,10.66,21.32,10.66
V,200,40,0.2,10,15,1.50X,30,2X,45,446.75,91314.36,91.31,0.14,0,1.14,1,0.37,0.4,11.56,10.79,10.79,21.58,10.79
V,200,40,0.2,10,15,1.50X,30,2X,45,268.24,97756.48,97.76,0.18,0,1.18,1,0.39,0.38,11.91,11.01,11.01,22.02,11.01
V,200,40,0.2,10,15,1.50X,30,2X,45,332.73,75953.25,75.95,0.01,0,1.01,1,0.37,0.38,10.52,10.88,10.88,21.76,10.88
V,200,40,0.2,10,15,1.50X,30,2X,45,352.42,93967,93.97,0.07,1,1.07,2,0.37,0.4,10.07,11.12,11.12,22.24,11.12
V,200,40,0.2,10,15,1.50X,30,2X,45,392.44,88373.13,88.37,0.25,0,1.25,1,0.36,0.36,6.29,10.76,10.76,21.52,10.76
V,200,40,0.2,10,15,1.50X,30,2X,45,380.76,90579.7,90.58,0.14,0,1.14,1,0.36,0.36,11.12,10.85,10.85,21.7,10.85
V,200,40,0.2,10,15,1.50X,30,2X,45,348.59,71734.83,71.73,0.11,0,1.11,1,0.37,0.39,9.68,10.91,10.91,21.82,10.91
V,200,40,0.2,10,15,1.50X,30,2X,45,388.78,86682.02,86.68,0.03,0,1.03,1,0.37,0.38,7.48,10.87,10.87,21.74,10.87
V,200,40,0.2,10,15,1.50X,30,2X,45,388.8,94904.05,94.9,0.04,0,1.04,1,0.37,0.39,8.49,10.71,10.71,21.42,10.71
V,200,40,0.2,10,15,1.50X,30,2X,45,401.23,112977.31,112.98,0.03,1,1.03,2,0.37,0.34,6.65,10.73,10.73,21.47,10.73
V,200,40,0.2,10,15,1.50X,30,2X,45,408.83,78288.78,78.29,0.02,0,1.02,1,0.37,0.37,11.84,10.97,10.97,21.95,10.97
V,200,40,0.2,10,15,1.50X,30,2X,45,358.93,95231.3,95.23,0.04,1,1.04,2,0.36,0.36,7.22,10.83,10.83,21.66,10.83
V,200,40,0.2,10,15,1.50X,30,2X,45,429.23,112629.31,112.63,0.05,0,1.05,1,0.38,0.38,9.9,10.65,10.65,21.31,10.65
V,200,40,0.2,10,15,1.50X,30,2X,45,335.6,103215.23,103.22,0.07,0,1.07,1,0.37,0.37,8.77,10.79,10.79,21.58,10.79
V,200,40,0.2,10,15,1.50X,30,2X,45,373.59,84738.7,84.74,0,0,1,1,0.37,0.38,6.67,10.72,10.72,21.45,10.72
V,200,40,0.2,10,15,1.50X,30,2X,45,316.92,83571.08,83.57,0.15,1,1.15,2,0.36,0.36,8.88,10.89,10.89,21.78,10.89
