mod,nAg,nOb,obDen,rRep,rOr,rOrX,rAt,rAtX,str,exp,hullOLD,hull,iso,isoLast,cco,ccoLast,cc,ccLast,vmrLast,degIn,degOut,degTot,avgDeg
M,50,5,0.1,10,20,2X,30,1.50X,45,238.05,18936.69,18.94,0,0,1.48,3,0.74,0.77,8.24,15.7,15.7,31.4,15.7
M,50,5,0.1,10,20,2X,30,1.50X,45,151.73,18594.85,18.59,0.11,1,1.23,3,0.74,0.77,13.52,17.1,17.1,34.2,17.1
M,50,5,0.1,10,20,2X,30,1.50X,45,-7.2,4129.73,4.13,0,0,1,1,0.71,0.71,42.36,18.74,18.74,37.47,18.74
M,50,5,0.1,10,20,2X,30,1.50X,45,58.17,11495.48,11.5,0,0,1.12,2,0.7,0.69,17.08,17.35,17.35,34.69,17.35
M,50,5,0.1,10,20,2X,30,1.50X,45,16.08,5660.88,5.66,0,0,1,1,0.71,0.69,23.48,17.55,17.55,35.09,17.55
M,50,5,0.1,10,20,2X,30,1.50X,45,4.24,4957.62,4.96,0,0,1,1,0.72,0.71,14.92,18.44,18.44,36.88,18.44
M,50,5,0.1,10,20,2X,30,1.50X,45,49.15,7614.95,7.61,0,0,1,1,0.72,0.72,16.84,17.3,17.3,34.61,17.3
M,50,5,0.1,10,20,2X,30,1.50X,45,12.06,4851.93,4.85,0,0,1,1,0.71,0.71,17.96,18.73,18.73,37.47,18.73
M,50,5,0.1,10,20,2X,30,1.50X,45,128.44,20141.35,20.14,0.36,2,1.81,4,0.73,0.75,10.24,13.83,13.83,27.67,13.83
M,50,5,0.1,10,20,2X,30,1.50X,45,32.9,5355.74,5.36,0,0,1,1,0.71,0.7,28.96,17.98,17.98,35.97,17.98
M,50,5,0.1,10,20,2X,30,1.50X,45,229.83,16121.22,16.12,0,0,1.4,2,0.73,0.77,7.08,12.82,12.82,25.64,12.82
M,50,5,0.1,10,20,2X,30,1.50X,45,10.6,4864.37,4.86,0,0,1,1,0.7,0.69,31.64,17.25,17.25,34.51,17.25
M,50,5,0.1,10,20,2X,30,1.50X,45,11.86,5321.32,5.32,0,0,1,1,0.69,0.67,14.24,17.38,17.38,34.76,17.38
M,50,5,0.1,10,20,2X,30,1.50X,90,65.3,18715.39,18.72,0.74,1,1.73,2,0.69,0.69,12.88,15.53,15.53,31.06,15.53
M,50,5,0.1,10,20,2X,30,1.50X,90,212.05,17608.12,17.61,0,0,1.42,2,0.69,0.71,10,11.6,11.6,23.2,11.6
M,50,5,0.1,10,20,2X,30,1.50X,90,379.93,75657.16,75.66,0,0,2.54,4,0.73,0.78,10.36,9.77,9.77,19.54,9.77
M,50,5,0.1,10,20,2X,30,1.50X,90,140.29,15348.97,15.35,0,0,1,1,0.73,0.76,10.84,15.91,15.91,31.82,15.91
M,50,5,0.1,10,20,2X,30,1.50X,90,203.59,45670.87,45.67,0,0,2.06,4,0.68,0.73,9.72,10,10,20,10
M,50,5,0.1,10,20,2X,30,1.50X,90,313.11,75439.89,75.44,1.83,4,3.99,7,0.63,0.62,10.44,10.1,10.1,20.2,10.1
M,50,5,0.1,10,20,2X,30,1.50X,90,55.46,12110.04,12.11,0.64,1,1.62,2,0.67,0.66,21.4,13.91,13.91,27.81,13.91
M,50,5,0.1,10,20,2X,30,1.50X,90,122.28,11342.08,11.34,0,0,1.39,2,0.71,0.74,12.52,12.47,12.47,24.95,12.47
M,50,5,0.1,10,20,2X,30,1.50X,90,324.7,88731.31,88.73,0,0,2.82,5,0.64,0.68,7.8,9.59,9.59,19.17,9.59
M,50,5,0.1,10,20,2X,30,1.50X,90,118.54,20349.4,20.35,0.6,1,2.27,3,0.67,0.7,10.48,12.93,12.93,25.85,12.93
M,50,5,0.1,10,20,2X,30,1.50X,90,88.49,24290.87,24.29,1.28,2,2.28,3,0.67,0.63,27.68,13.13,13.13,26.25,13.13
M,50,5,0.1,10,20,2X,30,1.50X,90,56.18,9219.49,9.22,0,0,1,1,0.66,0.65,19.56,12.7,12.7,25.39,12.7
M,50,5,0.1,10,20,2X,30,1.50X,90,258.6,38502.99,38.5,0.79,1,2.29,3,0.72,0.75,12.6,13.78,13.78,27.57,13.78
M,50,5,0.1,10,20,2X,30,1.50X,90,182.83,23806.11,23.81,0.29,1,1.66,3,0.69,0.74,9.84,12.05,12.05,24.1,12.05
M,50,5,0.1,10,20,2X,30,1.50X,90,70.33,10601.3,10.6,0,0,1.18,2,0.71,0.76,22.84,13.05,13.05,26.09,13.05
M,50,5,0.1,10,20,2X,30,1.50X,90,88.9,12010.46,12.01,0,0,1.01,2,0.69,0.73,14.88,13.78,13.78,27.55,13.78
M,50,5,0.1,10,20,2X,30,1.50X,90,38.57,11388.37,11.39,0.65,1,1.63,2,0.67,0.65,20.72,14.29,14.29,28.59,14.29
M,50,5,0.1,10,20,2X,30,1.50X,90,42.64,12668.86,12.67,0.82,1,1.82,2,0.7,0.68,13.2,16.06,16.06,32.12,16.06
M,50,5,0.1,10,20,2X,30,1.50X,90,147.15,18511.35,18.51,0,0,1.28,3,0.67,0.77,13.6,11.77,11.77,23.54,11.77
M,50,5,0.1,10,20,2X,30,1.50X,90,165.12,26589.32,26.59,0.37,1,1.99,4,0.67,0.68,10.36,11.9,11.9,23.8,11.9
M,50,5,0.1,10,20,2X,30,1.50X,90,435.06,69691.01,69.69,0,0,2.41,3,0.76,0.77,10.16,12.16,12.16,24.31,12.16
M,50,5,0.1,10,20,2X,30,1.50X,90,178.83,17240.47,17.24,0.57,1,1.79,3,0.7,0.71,10.72,13.18,13.18,26.36,13.18
M,50,5,0.1,10,20,2X,30,1.50X,90,337.72,35499.74,35.5,0.18,1,2.29,5,0.7,0.75,5.32,10.11,10.11,20.22,10.11
M,50,5,0.1,10,20,2X,30,1.50X,90,96.23,13775.73,13.78,0,0,1.33,2,0.68,0.71,19.84,12.38,12.38,24.77,12.38
M,50,5,0.1,10,20,2X,30,1.50X,90,263.34,37690.32,37.69,0.49,1,2.64,4,0.71,0.75,9.48,12.33,12.33,24.67,12.33
M,50,5,0.1,10,20,2X,30,1.50X,135,483.31,82482.9,82.48,0.8,1,2.74,4,0.67,0.69,7.44,9.78,9.78,19.56,9.78
M,50,5,0.1,10,20,2X,30,1.50X,135,415.57,45968.66,45.97,0,0,2.42,4,0.71,0.76,6.32,9.02,9.02,18.04,9.02
M,50,5,0.1,10,20,2X,30,1.50X,135,423.06,87969.16,87.97,0,0,2.86,5,0.71,0.77,7.6,8.41,8.41,16.82,8.41
M,50,5,0.1,10,20,2X,30,1.50X,135,361.86,55268.04,55.27,0,0,2.59,4,0.71,0.73,12.88,10.49,10.49,20.97,10.49
M,50,5,0.1,10,20,2X,30,1.50X,135,470.02,114995.34,115,1.28,2,4.9,8,0.69,0.71,7.8,8.21,8.21,16.42,8.21
M,50,5,0.1,10,20,2X,30,1.50X,135,548.47,115142.78,115.14,1.41,2,4.85,8,0.7,0.75,2.76,7.26,7.26,14.52,7.26
M,50,5,0.1,10,20,2X,30,1.50X,135,422.05,49130.16,49.13,0,0,2.48,4,0.66,0.61,7.52,8.69,8.69,17.39,8.69
M,50,5,0.1,10,20,2X,30,1.50X,135,414.5,74672.07,74.67,1.08,2,3.86,7,0.7,0.72,11.76,9.66,9.66,19.31,9.66
M,50,5,0.1,10,20,2X,30,1.50X,135,502.43,117379.26,117.38,0.68,2,4.38,9,0.62,0.64,5.28,7.8,7.8,15.6,7.8
M,50,5,0.1,10,20,2X,30,1.50X,135,370.52,40969.76,40.97,0,0,2.25,3,0.68,0.71,10.44,7.78,7.78,15.56,7.78
M,50,5,0.1,10,20,2X,30,1.50X,135,565.57,115702.57,115.7,1.3,2,4.9,9,0.66,0.66,8.76,8.05,8.05,16.11,8.05
M,50,5,0.1,10,20,2X,30,1.50X,135,376.17,91947.43,91.95,1.85,3,4.08,7,0.62,0.6,8.44,8.6,8.6,17.21,8.6
M,50,5,0.1,10,20,2X,30,1.50X,135,437.65,83868.72,83.87,0.79,1,2.66,5,0.69,0.67,4.84,9.53,9.53,19.06,9.53
M,50,5,0.1,10,20,2X,30,1.50X,135,458.59,116399.59,116.4,2.92,4,5.92,10,0.66,0.69,3.92,7.81,7.81,15.63,7.81
M,50,5,0.1,10,20,2X,30,1.50X,135,353.43,70437.73,70.44,0,0,2.72,5,0.73,0.83,4.4,8.8,8.8,17.61,8.8
M,50,5,0.1,10,20,2X,30,1.50X,135,296.06,50699.51,50.7,0.65,1,2.38,4,0.66,0.67,7.08,9.11,9.11,18.23,9.11
M,50,5,0.1,10,20,2X,30,1.50X,135,326.03,90852.53,90.85,0.77,1,3.06,5,0.64,0.62,8.16,9,9,18,9
M,50,5,0.1,10,20,2X,30,1.50X,135,253.61,86744.45,86.74,0.81,1,2.94,4,0.71,0.71,15.68,11.17,11.17,22.35,11.17
M,50,5,0.1,10,20,2X,30,1.50X,135,328.16,55985.51,55.99,0.4,1,2.51,6,0.61,0.64,4.88,8.43,8.43,16.87,8.43
M,50,5,0.1,10,20,2X,30,1.50X,135,437.94,51254.1,51.25,0.92,2,2.96,5,0.68,0.68,8,9.29,9.29,18.58,9.29
M,50,5,0.1,10,20,2X,30,1.50X,135,491.9,76686.54,76.69,0,0,2.48,3,0.68,0.68,12.92,10.66,10.66,21.32,10.66
M,50,5,0.1,10,20,2X,30,1.50X,135,356.37,59600.36,59.6,0.67,1,2.36,6,0.69,0.72,8.64,10.13,10.13,20.26,10.13
M,50,5,0.1,10,20,2X,30,1.50X,135,528.02,110301.91,110.3,1.38,2,4.79,7,0.66,0.7,8.48,8.15,8.15,16.3,8.15
M,50,5,0.1,10,20,2X,30,1.50X,135,468.42,104932.6,104.93,0.7,4,4.79,12,0.67,0.69,3.92,7.23,7.23,14.46,7.23
M,50,5,0.1,10,20,2X,30,1.50X,135,532.02,115601.55,115.6,1.88,3,5.27,9,0.71,0.73,5.08,7.55,7.55,15.09,7.55
M,50,5,0.1,10,20,2X,40,2X,45,30.07,5623.65,5.62,0,0,1,1,0.78,0.77,12.36,26.61,26.61,53.22,26.61
M,50,5,0.1,10,20,2X,40,2X,45,16.65,5363.73,5.36,0,0,1,1,0.8,0.76,18.12,28.53,28.53,57.07,28.53
M,50,5,0.1,10,20,2X,40,2X,45,3,5122.76,5.12,0,0,1,1,0.78,0.78,11.48,27.8,27.8,55.6,27.8
M,50,5,0.1,10,20,2X,40,2X,45,8.07,4820.36,4.82,0,0,1,1,0.84,0.79,23.04,33.8,33.8,67.59,33.8
M,50,5,0.1,10,20,2X,40,2X,45,-3.05,5865.55,5.87,0,0,1,1,0.81,0.81,16.12,30.95,30.95,61.9,30.95
M,50,5,0.1,10,20,2X,40,2X,45,22.55,6354.6,6.35,0,0,1,1,0.79,0.76,24.16,28.18,28.18,56.36,28.18
M,50,5,0.1,10,20,2X,40,2X,45,9.72,4817.3,4.82,0,0,1,1,0.79,0.77,11.48,28.85,28.85,57.7,28.85
M,50,5,0.1,10,20,2X,40,2X,45,5.58,5564.5,5.56,0,0,1,1,0.78,0.76,12.52,28.02,28.02,56.05,28.02
M,50,5,0.1,10,20,2X,40,2X,45,44.91,8952.1,8.95,0,0,1,1,0.75,0.76,26.44,22.89,22.89,45.78,22.89
M,50,5,0.1,10,20,2X,40,2X,45,9.52,5370.94,5.37,0,0,1,1,0.78,0.76,17.56,27.38,27.38,54.76,27.38
M,50,5,0.1,10,20,2X,40,2X,45,18.71,5493.34,5.49,0,0,1,1,0.78,0.77,15.96,26.64,26.64,53.28,26.64
M,50,5,0.1,10,20,2X,40,2X,45,17.09,5841.95,5.84,0,0,1,1,0.78,0.76,25.64,27.52,27.52,55.03,27.52
M,50,5,0.1,10,20,2X,40,2X,45,147.2,18709.42,18.71,0,0,1.31,2,0.81,0.8,11.56,25.46,25.46,50.93,25.46
M,50,5,0.1,10,20,2X,40,2X,45,4.41,4215.83,4.22,0,0,1,1,0.8,0.81,17.8,30.43,30.43,60.85,30.43
M,50,5,0.1,10,20,2X,40,2X,45,-8.49,4226.52,4.23,0,0,1,1,0.8,0.79,42.36,30.15,30.15,60.29,30.15
M,50,5,0.1,10,20,2X,40,2X,45,20.71,5554.45,5.55,0,0,1,1,0.78,0.75,11.96,26.89,26.89,53.78,26.89
M,50,5,0.1,10,20,2X,40,2X,45,11.19,5358.98,5.36,0,0,1,1,0.79,0.75,16.92,28.78,28.78,57.56,28.78
M,50,5,0.1,10,20,2X,40,2X,45,7.53,5597.25,5.6,0,0,1,1,0.82,0.77,18.28,31.62,31.62,63.23,31.62
M,50,5,0.1,10,20,2X,40,2X,45,52.01,7288.1,7.29,0,0,1,1,0.8,0.79,26.04,27.36,27.36,54.73,27.36
M,50,5,0.1,10,20,2X,40,2X,45,12.27,4799.95,4.8,0,0,1,1,0.8,0.76,11.08,29.54,29.54,59.08,29.54
M,50,5,0.1,10,20,2X,40,2X,45,118.73,11623.61,11.62,0,0,1.06,2,0.79,0.84,15.16,24.42,24.42,48.83,24.42
M,50,5,0.1,10,20,2X,40,2X,45,23.8,4821.78,4.82,0,0,1,1,0.79,0.78,32,29.08,29.08,58.17,29.08
M,50,5,0.1,10,20,2X,40,2X,45,12.84,5019.07,5.02,0,0,1,1,0.8,0.76,32.52,29.54,29.54,59.08,29.54
M,50,5,0.1,10,20,2X,40,2X,45,30.44,6240.41,6.24,0,0,1,1,0.77,0.8,17.16,25.99,25.99,51.99,25.99
M,50,5,0.1,10,20,2X,40,2X,45,21.59,5944.11,5.94,0,0,1,1,0.78,0.76,29.88,25.95,25.95,51.9,25.95
M,50,5,0.1,10,20,2X,40,2X,90,105.01,10604.59,10.6,0,0,1,1,0.77,0.78,16,21.14,21.14,42.29,21.14
M,50,5,0.1,10,20,2X,40,2X,90,32.68,6611.6,6.61,0,0,1,1,0.76,0.74,13.92,23.03,23.03,46.06,23.03
M,50,5,0.1,10,20,2X,40,2X,90,34.28,7853.58,7.85,0,0,1,1,0.74,0.74,11.88,20.2,20.2,40.41,20.2
M,50,5,0.1,10,20,2X,40,2X,90,10.14,4648.8,4.65,0,0,1,1,0.81,0.77,24.44,30.89,30.89,61.77,30.89
M,50,5,0.1,10,20,2X,40,2X,90,64.07,8490.74,8.49,0,0,1,1,0.76,0.79,18.2,22.77,22.77,45.53,22.77
M,50,5,0.1,10,20,2X,40,2X,90,113.33,25826.94,25.83,0.67,1,1.66,2,0.75,0.77,15.6,19.36,19.36,38.72,19.36
M,50,5,0.1,10,20,2X,40,2X,90,67.63,12449.83,12.45,0,0,1.23,2,0.73,0.72,14.28,21.68,21.68,43.36,21.68
M,50,5,0.1,10,20,2X,40,2X,90,20.94,7187.55,7.19,0,0,1,1,0.75,0.73,13.48,23.28,23.28,46.56,23.28
M,50,5,0.1,10,20,2X,40,2X,90,135.31,26172.61,26.17,0,0,2.06,3,0.74,0.77,13.64,18.92,18.92,37.85,18.92
M,50,5,0.1,10,20,2X,40,2X,90,24.48,6553.59,6.55,0,0,1,1,0.76,0.73,11.64,23.78,23.78,47.56,23.78
M,50,5,0.1,10,20,2X,40,2X,90,130.87,28629.83,28.63,0.52,1,1.69,3,0.75,0.77,14.72,18.94,18.94,37.88,18.94
M,50,5,0.1,10,20,2X,40,2X,90,21.65,6728.69,6.73,0,0,1,1,0.75,0.74,24.96,23.68,23.68,47.36,23.68
M,50,5,0.1,10,20,2X,40,2X,90,212.48,18792.18,18.79,0,0,1.31,2,0.81,0.86,15.24,21.8,21.8,43.6,21.8
M,50,5,0.1,10,20,2X,40,2X,90,12.8,4808.46,4.81,0,0,1,1,0.77,0.78,17.48,26.12,26.12,52.24,26.12
M,50,5,0.1,10,20,2X,40,2X,90,23.22,9295.14,9.3,0,0,1.08,2,0.77,0.8,26.72,24.48,24.48,48.96,24.48
M,50,5,0.1,10,20,2X,40,2X,90,36.65,7043.1,7.04,0.03,1,1.03,2,0.74,0.72,11.2,21.88,21.88,43.76,21.88
M,50,5,0.1,10,20,2X,40,2X,90,22.56,6241.59,6.24,0,0,1,1,0.75,0.74,11.4,23.66,23.66,47.33,23.66
M,50,5,0.1,10,20,2X,40,2X,90,10.55,5877.16,5.88,0,0,1,1,0.79,0.75,11.08,27.81,27.81,55.61,27.81
M,50,5,0.1,10,20,2X,40,2X,90,60.48,8254.06,8.25,0,0,1.02,2,0.78,0.84,11.88,22.03,22.03,44.07,22.03
M,50,5,0.1,10,20,2X,40,2X,90,20.11,5772.81,5.77,0,0,1,1,0.77,0.76,20.84,26.67,26.67,53.33,26.67
M,50,5,0.1,10,20,2X,40,2X,90,270.82,19720.76,19.72,0,0,1.74,3,0.78,0.8,20.36,20.64,20.64,41.28,20.64
M,50,5,0.1,10,20,2X,40,2X,90,36.85,5846.81,5.85,0,0,1,1,0.75,0.76,12.44,23.17,23.17,46.34,23.17
M,50,5,0.1,10,20,2X,40,2X,90,17.28,6096.08,6.1,0,0,1,1,0.76,0.76,23.64,24.06,24.06,48.11,24.06
M,50,5,0.1,10,20,2X,40,2X,90,173.97,15429.97,15.43,0,0,1.45,2,0.78,0.83,18.68,20,20,39.99,20
M,50,5,0.1,10,20,2X,40,2X,90,107.43,10117.09,10.12,0,0,1,1,0.75,0.77,11.88,19.12,19.12,38.23,19.12
M,50,5,0.1,10,20,2X,40,2X,135,256.94,38174.16,38.17,0.57,1,1.92,3,0.71,0.69,16.52,16.25,16.25,32.5,16.25
M,50,5,0.1,10,20,2X,40,2X,135,61.63,10093.03,10.09,0,0,1,1,0.74,0.74,23.72,19.11,19.11,38.22,19.11
M,50,5,0.1,10,20,2X,40,2X,135,412.62,75320.55,75.32,0,0,2.25,3,0.8,0.85,8.72,13.84,13.84,27.68,13.84
M,50,5,0.1,10,20,2X,40,2X,135,77.31,15687.28,15.69,0,0,1.69,2,0.77,0.77,22.52,26.3,26.3,52.6,26.3
M,50,5,0.1,10,20,2X,40,2X,135,442.77,110055.94,110.06,0.91,3,4.2,8,0.75,0.77,7.88,12.17,12.17,24.33,12.17
M,50,5,0.1,10,20,2X,40,2X,135,424.72,88607.13,88.61,0.8,2,3.35,7,0.75,0.77,5.88,12.82,12.82,25.65,12.82
M,50,5,0.1,10,20,2X,40,2X,135,284.84,50298.56,50.3,0.65,1,2.15,3,0.72,0.73,15.76,15.87,15.87,31.75,15.87
M,50,5,0.1,10,20,2X,40,2X,135,77.08,12458.09,12.46,0,0,1,1,0.72,0.69,15.48,17.59,17.59,35.19,17.59
M,50,5,0.1,10,20,2X,40,2X,135,232.78,71640.55,71.64,0.6,1,2.77,4,0.71,0.73,11.68,15.46,15.46,30.92,15.46
M,50,5,0.1,10,20,2X,40,2X,135,82.19,12503.4,12.5,0,0,1,1,0.7,0.68,9.8,16.51,16.51,33.02,16.51
M,50,5,0.1,10,20,2X,40,2X,135,443.26,98973.31,98.97,0.24,2,3.75,8,0.7,0.68,15.12,13.71,13.71,27.41,13.71
M,50,5,0.1,10,20,2X,40,2X,135,156.47,29344.59,29.34,0.52,1,1.52,2,0.73,0.74,9.2,16.47,16.47,32.93,16.47
M,50,5,0.1,10,20,2X,40,2X,135,352.23,44594.38,44.59,0.69,1,2.18,3,0.79,0.84,9.92,18.45,18.45,36.89,18.45
M,50,5,0.1,10,20,2X,40,2X,135,290.95,61022.27,61.02,0,0,2.22,4,0.74,0.76,9.76,15.59,15.59,31.17,15.59
M,50,5,0.1,10,20,2X,40,2X,135,211.07,35337.68,35.34,0.05,1,1.78,3,0.77,0.8,10.28,16.72,16.72,33.45,16.72
M,50,5,0.1,10,20,2X,40,2X,135,199.61,22408.25,22.41,0,0,1.37,2,0.73,0.74,14.4,16.55,16.55,33.11,16.55
M,50,5,0.1,10,20,2X,40,2X,135,118.02,32081.34,32.08,0.93,2,1.9,3,0.71,0.73,14.24,16.96,16.96,33.92,16.96
M,50,5,0.1,10,20,2X,40,2X,135,50.22,11544.07,11.54,0.67,1,1.67,2,0.76,0.75,16.64,23.24,23.24,46.49,23.24
M,50,5,0.1,10,20,2X,40,2X,135,329.14,70515.44,70.52,0.63,1,2.96,5,0.78,0.84,10.48,15.62,15.62,31.25,15.62
M,50,5,0.1,10,20,2X,40,2X,135,418.21,50351.54,50.35,0.29,1,2.06,4,0.77,0.8,9.56,14.92,14.92,29.85,14.92
M,50,5,0.1,10,20,2X,40,2X,135,377.24,46032.18,46.03,0,0,2.18,3,0.77,0.75,10.24,16.97,16.97,33.95,16.97
M,50,5,0.1,10,20,2X,40,2X,135,329.78,22419.18,22.42,0.06,1,1.47,3,0.77,0.79,8.64,17.67,17.67,35.35,17.67
M,50,5,0.1,10,20,2X,40,2X,135,388.67,80359.14,80.36,0.78,2,3.33,7,0.76,0.81,7.08,13.44,13.44,26.88,13.44
M,50,5,0.1,10,20,2X,40,2X,135,420.9,94534.27,94.53,0.47,1,3.84,8,0.74,0.68,4.68,11.83,11.83,23.65,11.83
M,50,5,0.1,10,20,2X,40,2X,135,372.4,48251.86,48.25,0.25,0,2.71,5,0.78,0.83,11.2,14.52,14.52,29.04,14.52
M,50,5,0.1,20,30,1.50X,45,1.50X,45,334.61,67505.39,67.51,0.43,1,1.81,3,0.68,0.65,7.48,14.09,14.09,28.19,14.09
M,50,5,0.1,20,30,1.50X,45,1.50X,45,279.51,70240.33,70.24,0.35,1,1.96,4,0.65,0.6,4.64,13.07,13.07,26.14,13.07
M,50,5,0.1,20,30,1.50X,45,1.50X,45,315.87,57444.92,57.44,0.41,1,1.9,3,0.65,0.61,5,12.13,12.13,24.26,12.13
M,50,5,0.1,20,30,1.50X,45,1.50X,45,226.33,33846.99,33.85,0,0,1.13,2,0.69,0.64,6.68,15.46,15.46,30.92,15.46
M,50,5,0.1,20,30,1.50X,45,1.50X,45,359.58,94176.09,94.18,0.59,1,2.53,5,0.63,0.62,4.76,10.43,10.43,20.86,10.43
M,50,5,0.1,20,30,1.50X,45,1.50X,45,416.27,86624.77,86.62,0,0,2.22,4,0.66,0.65,5.12,12.36,12.36,24.72,12.36
M,50,5,0.1,20,30,1.50X,45,1.50X,45,522.5,122964.69,122.96,0.37,1,2.96,6,0.65,0.67,3.04,10.71,10.71,21.42,10.71
M,50,5,0.1,20,30,1.50X,45,1.50X,45,169.38,28921.67,28.92,0,0,1.14,2,0.65,0.64,8,14,14,28,14
M,50,5,0.1,20,30,1.50X,45,1.50X,45,338.34,59152.94,59.15,0,0,1.36,2,0.65,0.61,5.84,12.33,12.33,24.67,12.33
M,50,5,0.1,20,30,1.50X,45,1.50X,45,318.11,72682.72,72.68,0,0,1.65,4,0.64,0.74,8.36,11.72,11.72,23.43,11.72
M,50,5,0.1,20,30,1.50X,45,1.50X,45,487.67,94277.91,94.28,0.23,1,2.65,6,0.64,0.61,3.52,10.94,10.94,21.88,10.94
M,50,5,0.1,20,30,1.50X,45,1.50X,45,386.08,95188.98,95.19,0,0,2.1,3,0.64,0.61,5.2,12.27,12.27,24.54,12.27
M,50,5,0.1,20,30,1.50X,45,1.50X,45,200.21,39034.33,39.03,0.28,1,1.46,3,0.66,0.64,9.68,14.2,14.2,28.39,14.2
M,50,5,0.1,20,30,1.50X,45,1.50X,45,402.94,82022.2,82.02,0,0,2.04,4,0.7,0.63,7.2,12.84,12.84,25.68,12.84
M,50,5,0.1,20,30,1.50X,45,1.50X,45,387.1,103382.81,103.38,0.33,1,2.61,5,0.63,0.63,4.48,11.19,11.19,22.39,11.19
M,50,5,0.1,20,30,1.50X,45,1.50X,45,302.01,46327.41,46.33,0,0,1.34,2,0.67,0.66,5,12.34,12.34,24.68,12.34
M,50,5,0.1,20,30,1.50X,45,1.50X,45,310.06,51525.11,51.53,0,0,1.28,2,0.65,0.59,4.72,11.82,11.82,23.64,11.82
M,50,5,0.1,20,30,1.50X,45,1.50X,45,163.98,41381.92,41.38,0.12,1,1.12,2,0.66,0.55,7.64,14.34,14.34,28.67,14.34
M,50,5,0.1,20,30,1.50X,45,1.50X,45,408.15,88337.81,88.34,0,0,1.98,4,0.65,0.65,4.64,11.09,11.09,22.19,11.09
M,50,5,0.1,20,30,1.50X,45,1.50X,45,349.81,45833.89,45.83,0,0,1.29,2,0.66,0.64,4.6,12,12,24,12
M,50,5,0.1,20,30,1.50X,45,1.50X,45,213.38,40702.25,40.7,0,0,1.31,2,0.67,0.62,6.92,14.48,14.48,28.95,14.48
M,50,5,0.1,20,30,1.50X,45,1.50X,45,506.89,68876.46,68.88,0.81,2,2.15,4,0.67,0.62,5.16,13.68,13.68,27.35,13.68
M,50,5,0.1,20,30,1.50X,45,1.50X,45,394.49,110770.47,110.77,0,0,2.39,4,0.6,0.54,3.56,11.37,11.37,22.74,11.37
M,50,5,0.1,20,30,1.50X,45,1.50X,45,349.62,49341.25,49.34,0.12,1,1.33,3,0.66,0.64,5.8,12.85,12.85,25.69,12.85
M,50,5,0.1,20,30,1.50X,45,1.50X,45,384.38,91275.88,91.28,0.19,1,2.06,4,0.66,0.64,5.68,10.96,10.96,21.93,10.96
M,50,5,0.1,20,30,1.50X,45,1.50X,90,521.09,120547.94,120.55,0.81,2,3.03,6,0.63,0.57,3.56,12,12,23.99,12
M,50,5,0.1,20,30,1.50X,45,1.50X,90,333.87,74453.22,74.45,0,0,1.88,6,0.65,0.58,4.16,12.07,12.07,24.13,12.07
M,50,5,0.1,20,30,1.50X,45,1.50X,90,449.67,104537.03,104.54,0,0,2.36,5,0.68,0.69,3.24,10.92,10.92,21.84,10.92
M,50,5,0.1,20,30,1.50X,45,1.50X,90,264.92,38746.2,38.75,0,0,1.16,2,0.68,0.67,5.6,13.73,13.73,27.45,13.73
M,50,5,0.1,20,30,1.50X,45,1.50X,90,452.71,118119.23,118.12,1.14,3,2.9,8,0.63,0.68,2.68,9.34,9.34,18.68,9.34
