mod,nAg,nOb,rRep,rOr,rOrX,rAt,rAtX,gr,inf,infnew,fouOLD,fou,dist,infneiOLD,infnei,infcom,exp,iso,isoLast,cco,ccoLast,cc,ccLast,degIn,degOut,degTot,avgDeg
T7,200,0,10,15,1.50X,30,2X,2,16,0.08,139,69.5,46.81,132.53,0.66,4.17,-6.71,0,0,4.86,3,0.64,0.59,7,7,14,7
M,100,0,20,30,1.50X,45,1.50X,1,8,0.08,69,69,46.81,63.47,0.63,1.2,109.56,0,0,1.2,1,0.63,0.62,15.32,15.32,30.63,15.32
M,100,0,10,20,2X,40,2X,1,16,0.16,79,79,46.78,98.5,0.99,1,110.25,0,0,1,1,0.77,0.78,37.5,37.5,74.99,37.5
M,100,0,10,15,1.50X,22,1.50X,4,24,0.24,85,85,46.76,84.76,0.85,2.98,-59.25,0.49,0,4.12,3,0.68,0.71,10.75,10.75,21.5,10.75
T7,200,0,10,15,1.50X,22,1.50X,1,16,0.08,146,73,46.76,152.06,0.76,3.82,155.35,0,0,3.82,3,0.58,0.56,7,7,14,7
T7,200,0,10,15,1.50X,30,2X,1,16,0.08,146,73,46.76,152.06,0.76,3.82,155.35,0,0,3.82,3,0.58,0.56,7,7,14,7
V,100,0,20,30,1.50X,45,1.50X,4,16,0.16,62,62,46.75,81.09,0.81,1,-53.04,0.11,0,1.11,1,0.4,0.39,10.68,10.68,21.36,10.68
V,100,0,20,30,1.50X,60,2X,4,16,0.16,62,62,46.75,81.09,0.81,1,-53.04,0.11,0,1.11,1,0.4,0.39,10.68,10.68,21.36,10.68
M,100,0,20,30,1.50X,60,2X,4,8,0.08,54,54,46.71,92.42,0.92,2.54,-25.81,0,0,2.54,1,0.8,0.81,21.19,21.19,42.38,21.19
T7,50,0,20,30,1.50X,45,1.50X,2,16,0.32,41,82,46.67,40.31,0.81,1.61,-28.02,0,0,1.61,1,0.65,0.58,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,2,16,0.32,41,82,46.67,40.31,0.81,1.61,-28.02,0,0,1.61,1,0.65,0.58,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,1,8,0.04,149,74.5,46.66,88.73,0.44,1,167.42,0,0,1,1,0.49,0.47,7,7,14,7
T7,200,0,20,40,2X,80,2X,1,8,0.04,149,74.5,46.66,88.73,0.44,1,167.42,0,0,1,1,0.49,0.47,7,7,14,7
T7,100,0,10,15,1.50X,22,1.50X,4,16,0.16,90,90,46.61,77.01,0.77,3.22,-66.71,0,0,3.22,2,0.65,0.59,7,7,14,7
T7,100,0,10,15,1.50X,30,2X,4,16,0.16,90,90,46.61,77.01,0.77,3.22,-66.71,0,0,3.22,2,0.65,0.59,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,4,16,0.08,148,74,46.49,154.18,0.77,1.18,-36.19,0,0,1.18,1,0.5,0.48,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,16,0.08,148,74,46.49,154.18,0.77,1.18,-36.19,0,0,1.18,1,0.5,0.48,7,7,14,7
V,200,0,20,40,2X,60,1.50X,4,24,0.12,186,93,46.44,193.29,0.97,1,-65.26,0.01,1,1.01,2,0.36,0.34,12.36,12.36,24.71,12.36
V,200,0,20,40,2X,80,2X,4,24,0.12,186,93,46.44,193.29,0.97,1,-65.26,0.01,1,1.01,2,0.36,0.34,12.36,12.36,24.71,12.36
M,200,0,20,30,1.50X,45,1.50X,2,16,0.08,183,91.5,46.44,177.13,0.89,1.07,-37.63,0,0,1.47,1,0.67,0.68,34.89,34.89,69.78,34.89
M,100,0,10,15,1.50X,30,2X,4,16,0.16,84,84,46.44,85.39,0.85,4.19,-65.7,0.59,1,5.11,3,0.76,0.74,15.04,15.04,30.08,15.04
M,100,0,10,15,1.50X,22,1.50X,1,16,0.16,46,46,46.44,77.03,0.77,2.97,219.96,0.02,0,3.36,4,0.65,0.68,10.02,10.02,20.04,10.02
T7,100,0,20,40,2X,60,1.50X,2,24,0.24,75,75,46.43,89.53,0.9,1.69,-34.55,0,0,1.69,2,0.57,0.53,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,24,0.24,75,75,46.43,89.53,0.9,1.69,-34.55,0,0,1.69,2,0.57,0.53,7,7,14,7
M,200,0,10,20,2X,40,2X,1,8,0.04,51,25.5,46.43,187.64,0.94,1,45.32,0,0,1,1,0.7,0.68,58.48,58.48,116.96,58.48
M,200,0,20,30,1.50X,60,2X,2,16,0.08,173,86.5,46.41,194.94,0.97,1.14,-38.05,0,0,1.14,1,0.69,0.69,40.05,40.05,80.11,40.05
V,200,0,20,40,2X,60,1.50X,2,16,0.08,137,68.5,46.41,165.88,0.83,1.02,-59.02,0.01,0,1.03,1,0.37,0.37,12.1,12.1,24.19,12.1
V,200,0,20,40,2X,80,2X,2,16,0.08,137,68.5,46.41,165.88,0.83,1.02,-59.02,0.01,0,1.03,1,0.37,0.37,12.1,12.1,24.19,12.1
M,200,0,20,30,1.50X,60,2X,2,24,0.12,193,96.5,46.36,195.89,0.98,1.08,-36.02,0,0,1.08,1,0.71,0.72,54.74,54.74,109.48,54.74
M,100,0,20,30,1.50X,60,2X,1,8,0.08,47,47,46.35,80.19,0.8,1.47,137.44,0,0,2.55,2,0.71,0.72,20.37,20.37,40.75,20.37
M,200,0,20,40,2X,60,1.50X,2,8,0.04,187,93.5,46.32,181.95,0.91,1.04,-17.48,0,0,1.04,1,0.71,0.72,59.42,59.42,118.84,59.42
V,200,0,20,30,1.50X,45,1.50X,1,8,0.04,190,95,46.27,112.57,0.56,1,93.58,0.07,0,1.07,1,0.36,0.34,12.29,12.29,24.59,12.29
V,200,0,20,30,1.50X,60,2X,1,8,0.04,190,95,46.27,112.57,0.56,1,93.58,0.07,0,1.07,1,0.36,0.34,12.29,12.29,24.59,12.29
V,200,0,20,40,2X,60,1.50X,1,8,0.04,186,93,46.27,135.82,0.68,1,109.6,0.01,0,1.01,1,0.37,0.36,12.34,12.34,24.67,12.34
V,200,0,20,40,2X,80,2X,1,8,0.04,186,93,46.27,135.82,0.68,1,109.6,0.01,0,1.01,1,0.37,0.36,12.34,12.34,24.67,12.34
T7,100,0,20,40,2X,60,1.50X,1,16,0.16,58,58,46.27,76.57,0.77,1.43,182.34,0,0,1.43,1,0.54,0.53,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,16,0.16,58,58,46.27,76.57,0.77,1.43,182.34,0,0,1.43,1,0.54,0.53,7,7,14,7
M,100,0,10,20,2X,30,1.50X,4,8,0.08,55,55,46.25,84.15,0.84,3.77,-27.59,0,0,3.77,4,0.79,0.8,14.4,14.4,28.8,14.4
M,200,0,10,20,2X,30,1.50X,2,16,0.08,163,81.5,46.23,187.58,0.94,1.59,-53.97,0.76,1,3.28,3,0.69,0.67,37.58,37.58,75.16,37.58
T7,200,0,20,30,1.50X,45,1.50X,1,24,0.12,149,74.5,46.23,171.52,0.86,1.03,168.99,0,0,1.03,1,0.51,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,24,0.12,149,74.5,46.23,171.52,0.86,1.03,168.99,0,0,1.03,1,0.51,0.49,7,7,14,7
M,200,0,10,15,1.50X,22,1.50X,2,24,0.12,181,90.5,46.2,170.55,0.85,1.47,-19.08,0,0,2.8,2,0.63,0.61,14.98,14.98,29.96,14.98
M,200,0,20,40,2X,80,2X,4,16,0.08,181,90.5,46.19,199.36,1,1.11,-50.47,0,0,1.11,1,0.78,0.79,67.72,67.72,135.44,67.72
M,100,0,20,40,2X,60,1.50X,1,8,0.08,72,72,46.18,94.2,0.94,1,91.26,0,0,1,1,0.72,0.71,34.2,34.2,68.4,34.2
T7,200,0,10,20,2X,30,1.50X,4,24,0.12,149,74.5,46.13,160.41,0.8,2.41,-57.8,0,0,3.47,3,0.59,0.52,7,7,14,7
T7,200,0,10,20,2X,40,2X,4,24,0.12,149,74.5,46.13,160.41,0.8,2.41,-57.8,0,0,3.47,3,0.59,0.52,7,7,14,7
M,100,0,10,15,1.50X,22,1.50X,4,24,0.24,72,72,46.12,80.38,0.8,5.29,-43.37,0.86,0,6.21,3,0.69,0.64,7.69,7.69,15.38,7.69
T7,100,0,20,40,2X,60,1.50X,1,24,0.24,76,76,46.1,91.94,0.92,1,167.96,0,0,1,1,0.52,0.5,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,24,0.24,76,76,46.1,91.94,0.92,1,167.96,0,0,1,1,0.52,0.5,7,7,14,7
M,100,0,20,30,1.50X,45,1.50X,1,8,0.08,77,77,46.08,63.88,0.64,1.11,121.26,0.03,0,1.11,1,0.62,0.62,13.68,13.68,27.35,13.68
M,200,0,20,40,2X,80,2X,4,8,0.04,167,83.5,46.06,199.02,1,1.39,-48.58,0,0,1.39,1,0.78,0.77,64.04,64.04,128.08,64.04
M,100,0,20,40,2X,60,1.50X,4,8,0.08,75,75,46.06,94.97,0.95,1.73,-56.39,0,0,1.73,1,0.77,0.72,29.46,29.46,58.91,29.46
M,100,0,20,30,1.50X,45,1.50X,1,16,0.16,88,88,46.04,81.45,0.81,1,125.11,0,0,1.17,1,0.64,0.63,14.68,14.68,29.35,14.68
T7,200,0,20,30,1.50X,45,1.50X,4,16,0.08,159,79.5,46.04,152.75,0.76,1.72,-45.92,0,0,1.72,1,0.51,0.48,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,4,16,0.08,159,79.5,46.04,152.75,0.76,1.72,-45.92,0,0,1.72,1,0.51,0.48,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,4,24,0.12,170,85,46.03,184.39,0.92,1.21,-42.21,0,0,1.21,1,0.66,0.67,28.17,28.17,56.33,28.17
M,200,0,10,15,1.50X,30,2X,2,8,0.04,194,97,46.02,175.71,0.88,2.68,-64.64,0,0,3.53,3,0.7,0.73,29.57,29.57,59.13,29.57
M,100,0,20,30,1.50X,45,1.50X,1,8,0.08,66,66,46.01,71.97,0.72,1,163.19,0,0,1.8,2,0.65,0.71,16.04,16.04,32.07,16.04
M,100,0,10,15,1.50X,30,2X,4,24,0.24,97,97,46,93.87,0.94,3.75,-52.91,1.09,1,4.65,5,0.76,0.78,15.94,15.94,31.88,15.94
M,50,0,20,30,1.50X,60,2X,2,8,0.16,30,60,46,45.53,0.91,1.56,-37.75,0,0,1.56,1,0.78,0.74,17.19,17.19,34.37,17.19
M,200,0,20,30,1.50X,45,1.50X,1,8,0.04,138,69,45.92,157.98,0.79,1,154.22,0,0,1.15,1,0.63,0.63,21.78,21.78,43.57,21.78
V,100,0,20,40,2X,60,1.50X,1,24,0.24,99,99,45.9,94.53,0.95,1,39.51,0.07,1,1.07,2,0.39,0.37,11.38,11.38,22.76,11.38
V,100,0,20,40,2X,80,2X,1,24,0.24,99,99,45.9,94.53,0.95,1,39.51,0.07,1,1.07,2,0.39,0.37,11.38,11.38,22.76,11.38
M,50,0,20,30,1.50X,45,1.50X,1,8,0.16,29,58,45.9,33.29,0.67,1.81,125.81,0,0,1.81,1,0.67,0.65,10,10,20,10
V,100,0,20,30,1.50X,45,1.50X,4,8,0.08,67,67,45.87,67.32,0.67,1,-57.87,0.16,0,1.16,1,0.39,0.39,10.69,10.69,21.38,10.69
V,100,0,20,30,1.50X,60,2X,4,8,0.08,67,67,45.87,67.32,0.67,1,-57.87,0.16,0,1.16,1,0.39,0.39,10.69,10.69,21.38,10.69
M,200,0,10,20,2X,30,1.50X,2,8,0.04,180,90,45.85,173.23,0.87,1.9,-63.1,0,0,2.16,2,0.69,0.69,26.36,26.36,52.72,26.36
T7,100,0,20,30,1.50X,45,1.50X,4,8,0.08,55,55,45.85,52.3,0.52,1.59,-40.15,0,0,1.88,1,0.59,0.51,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,4,8,0.08,55,55,45.85,52.3,0.52,1.59,-40.15,0,0,1.88,1,0.59,0.51,7,7,14,7
V,50,0,20,40,2X,60,1.50X,2,8,0.16,8,16,45.85,35.66,0.71,1,-54.47,0.01,0,1.01,1,0.43,0.39,9.82,9.82,19.63,9.82
V,50,0,20,40,2X,80,2X,2,8,0.16,8,16,45.85,35.66,0.71,1,-54.47,0.01,0,1.01,1,0.43,0.39,9.82,9.82,19.63,9.82
M,100,0,10,15,1.50X,30,2X,4,24,0.24,79,79,45.83,95.67,0.96,3.44,-57.56,0,0,3.55,3,0.78,0.78,15.83,15.83,31.66,15.83
T7,200,0,10,20,2X,30,1.50X,1,24,0.12,156,78,45.83,170.35,0.85,2.35,116.75,0,0,2.35,2,0.54,0.52,7,7,14,7
T7,200,0,10,20,2X,40,2X,1,24,0.12,156,78,45.83,170.35,0.85,2.35,116.75,0,0,2.35,2,0.54,0.52,7,7,14,7
M,100,0,20,40,2X,60,1.50X,1,8,0.08,37,37,45.83,84.46,0.84,1,118.84,0,0,1,1,0.7,0.66,29.91,29.91,59.82,29.91
M,200,0,10,15,1.50X,30,2X,4,8,0.04,118,59,45.79,140.13,0.7,4.64,-30.31,0.14,1,5.41,5,0.73,0.73,18.71,18.71,37.41,18.71
T7,100,0,10,20,2X,30,1.50X,1,24,0.24,71,71,45.77,93.38,0.93,2.78,137.31,0,0,2.78,4,0.61,0.6,7,7,14,7
T7,100,0,10,20,2X,40,2X,1,24,0.24,71,71,45.77,93.38,0.93,2.78,137.31,0,0,2.78,4,0.61,0.6,7,7,14,7
V,100,0,20,30,1.50X,45,1.50X,2,24,0.24,84,84,45.74,89.24,0.89,1,-59.4,0.15,0,1.15,1,0.4,0.38,10.86,10.86,21.72,10.86
V,100,0,20,30,1.50X,60,2X,2,24,0.24,84,84,45.74,89.24,0.89,1,-59.4,0.15,0,1.15,1,0.4,0.38,10.86,10.86,21.72,10.86
M,50,0,20,30,1.50X,60,2X,2,16,0.32,5,10,45.74,48.07,0.96,2.73,-18.36,0.85,1,2.73,2,0.77,0.74,13.91,13.91,27.81,13.91
M,200,0,20,40,2X,80,2X,2,24,0.12,174,87,45.72,199.17,1,1.18,-51.59,0,0,1.18,1,0.79,0.75,85.71,85.71,171.42,85.71
T7,100,0,20,30,1.50X,45,1.50X,4,24,0.24,79,79,45.7,88.19,0.88,2,-51.7,0,0,2,1,0.6,0.52,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,4,24,0.24,79,79,45.7,88.19,0.88,2,-51.7,0,0,2,1,0.6,0.52,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,24,0.12,168,84,45.69,172.21,0.86,1.18,-31.72,0,0,1.18,1,0.5,0.45,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,24,0.12,168,84,45.69,172.21,0.86,1.18,-31.72,0,0,1.18,1,0.5,0.45,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,4,16,0.32,37,74,45.69,41.47,0.83,2.51,-55.04,0,0,2.51,2,0.65,0.6,7,7,14,7
T7,50,0,10,20,2X,40,2X,4,16,0.32,37,74,45.69,41.47,0.83,2.51,-55.04,0,0,2.51,2,0.65,0.6,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,8,0.04,103,51.5,45.69,96.12,0.48,1.83,-20.7,0,0,1.83,1,0.52,0.46,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,8,0.04,103,51.5,45.69,96.12,0.48,1.83,-20.7,0,0,1.83,1,0.52,0.46,7,7,14,7
V,50,0,10,15,1.50X,22,1.50X,4,8,0.16,46,92,45.68,27.35,0.55,1,-68.93,0.12,0,1.12,1,0.42,0.45,7.91,7.91,15.81,7.91
V,50,0,10,15,1.50X,30,2X,4,8,0.16,46,92,45.68,27.35,0.55,1,-68.93,0.12,0,1.12,1,0.42,0.45,7.91,7.91,15.81,7.91
T7,200,0,20,40,2X,60,1.50X,2,8,0.04,144,72,45.68,92.85,0.46,1.17,-37.01,0,0,1.17,1,0.51,0.49,7,7,14,7
T7,200,0,20,40,2X,80,2X,2,8,0.04,144,72,45.68,92.85,0.46,1.17,-37.01,0,0,1.17,1,0.51,0.49,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,24,0.12,173,86.5,45.66,162.17,0.81,1.54,-61.98,0,0,1.54,1,0.5,0.47,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,24,0.12,173,86.5,45.66,162.17,0.81,1.54,-61.98,0,0,1.54,1,0.5,0.47,7,7,14,7
M,50,0,20,30,1.50X,60,2X,2,8,0.16,36,72,45.66,19.85,0.4,1.39,-48.61,0,0,2.16,1,0.79,0.76,14.1,14.1,28.2,14.1
M,100,0,20,30,1.50X,45,1.50X,4,16,0.16,97,97,45.56,90.31,0.9,1.48,-62.74,0.88,1,2.36,2,0.67,0.66,19.87,19.87,39.73,19.87
V,200,0,20,30,1.50X,45,1.50X,1,8,0.04,185,92.5,45.53,133.58,0.67,1,92.64,0,0,1.01,1,0.37,0.33,12.18,12.18,24.35,12.18
V,200,0,20,30,1.50X,60,2X,1,8,0.04,185,92.5,45.53,133.58,0.67,1,92.64,0,0,1.01,1,0.37,0.33,12.18,12.18,24.35,12.18
M,200,0,20,30,1.50X,45,1.50X,2,16,0.08,139,69.5,45.49,177.36,0.89,1.19,-12.82,0,0,1.19,1,0.66,0.66,23.47,23.47,46.94,23.47
M,200,0,20,30,1.50X,45,1.50X,2,24,0.12,183,91.5,45.48,194.51,0.97,1.09,-32.18,0,0,1.11,1,0.65,0.66,31.45,31.45,62.91,31.45
M,100,0,10,15,1.50X,22,1.50X,2,8,0.08,55,55,45.47,57.93,0.58,2.53,-24.78,1.87,1,4.38,4,0.64,0.65,12.07,12.07,24.14,12.07
M,200,0,20,30,1.50X,45,1.50X,1,24,0.12,184,92,45.46,193.23,0.97,1,99.55,0,0,1,1,0.64,0.67,31.14,31.14,62.28,31.14
M,200,0,10,15,1.50X,22,1.50X,2,24,0.12,179,89.5,45.46,191.1,0.96,1.24,-45.78,0.05,1,1.29,3,0.63,0.65,17.51,17.51,35.02,17.51
V,200,0,10,15,1.50X,22,1.50X,2,8,0.04,174,87,45.44,121.16,0.61,1,-53.85,0.08,0,1.08,1,0.35,0.35,11.74,11.74,23.48,11.74
V,200,0,10,15,1.50X,30,2X,2,8,0.04,174,87,45.44,121.16,0.61,1,-53.85,0.08,0,1.08,1,0.35,0.35,11.74,11.74,23.48,11.74
M,200,0,10,15,1.50X,22,1.50X,1,24,0.12,191,95.5,45.43,190.85,0.95,1.35,36.06,0.05,0,1.35,2,0.63,0.68,27.15,27.15,54.3,27.15
T7,200,0,20,30,1.50X,45,1.50X,4,24,0.12,187,93.5,45.43,165.09,0.83,1.19,-47.52,0,0,1.19,1,0.5,0.46,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,4,24,0.12,187,93.5,45.43,165.09,0.83,1.19,-47.52,0,0,1.19,1,0.5,0.46,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,16,0.08,180,90,45.43,150.85,0.75,1.07,-19.56,0,0,1.07,1,0.51,0.48,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,16,0.08,180,90,45.43,150.85,0.75,1.07,-19.56,0,0,1.07,1,0.51,0.48,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,1,24,0.12,173,86.5,45.38,177.04,0.89,1,133.55,0,0,1,1,0.49,0.48,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,24,0.12,173,86.5,45.38,177.04,0.89,1,133.55,0,0,1,1,0.49,0.48,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,2,24,0.12,182,91,45.36,185.04,0.93,1.11,-38.73,0,0,1.11,1,0.66,0.7,29.86,29.86,59.71,29.86
T7,100,0,20,40,2X,60,1.50X,2,16,0.16,65,65,45.36,74.87,0.75,1.96,-28.35,0,0,1.96,1,0.58,0.49,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,16,0.16,65,65,45.36,74.87,0.75,1.96,-28.35,0,0,1.96,1,0.58,0.49,7,7,14,7
M,50,0,20,40,2X,60,1.50X,2,8,0.16,28,56,45.36,39.8,0.8,1.81,-35.79,0,0,1.81,1,0.8,0.76,15.16,15.16,30.33,15.16
V,100,0,10,15,1.50X,22,1.50X,2,16,0.16,98,98,45.28,86.99,0.87,1,-67.57,0.28,0,1.28,1,0.38,0.39,10.91,10.91,21.81,10.91
V,100,0,10,15,1.50X,30,2X,2,16,0.16,98,98,45.28,86.99,0.87,1,-67.57,0.28,0,1.28,1,0.38,0.39,10.91,10.91,21.81,10.91
M,200,0,20,40,2X,80,2X,1,16,0.08,120,60,45.27,199.66,1,1,172.11,0,0,1,1,0.73,0.7,65.53,65.53,131.06,65.53
T7,50,0,20,30,1.50X,45,1.50X,1,16,0.32,24,48,45.24,37.23,0.74,1.75,106.76,0,0,1.75,1,0.64,0.63,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,1,16,0.32,24,48,45.24,37.23,0.74,1.75,106.76,0,0,1.75,1,0.64,0.63,7,7,14,7
M,50,0,20,30,1.50X,45,1.50X,1,16,0.32,29,58,45.22,34.1,0.68,1,72.64,0,0,1,1,0.66,0.67,10.83,10.83,21.66,10.83
T7,50,0,20,40,2X,60,1.50X,4,16,0.32,9,18,45.21,43.12,0.86,1.94,-56.7,0,0,1.94,1,0.65,0.55,7,7,14,7
T7,50,0,20,40,2X,80,2X,4,16,0.32,9,18,45.21,43.12,0.86,1.94,-56.7,0,0,1.94,1,0.65,0.55,7,7,14,7
V,100,0,20,30,1.50X,45,1.50X,1,24,0.24,82,82,45.17,91.48,0.91,1,132.43,0.09,0,1.09,1,0.41,0.41,10.87,10.87,21.74,10.87
V,100,0,20,30,1.50X,60,2X,1,24,0.24,82,82,45.17,91.48,0.91,1,132.43,0.09,0,1.09,1,0.41,0.41,10.87,10.87,21.74,10.87
T7,100,0,20,40,2X,60,1.50X,2,16,0.16,93,93,45.14,68.16,0.68,1.08,-23.86,0,0,1.28,1,0.54,0.49,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,16,0.16,93,93,45.14,68.16,0.68,1.08,-23.86,0,0,1.28,1,0.54,0.49,7,7,14,7
T7,100,0,20,30,1.50X,45,1.50X,4,16,0.16,72,72,45.11,71.8,0.72,2.19,-46.59,0,0,2.19,1,0.59,0.51,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,4,16,0.16,72,72,45.11,71.8,0.72,2.19,-46.59,0,0,2.19,1,0.59,0.51,7,7,14,7
V,200,0,20,40,2X,60,1.50X,4,8,0.04,180,90,45.1,141.7,0.71,1,-64.57,0.01,0,1.01,1,0.36,0.34,12.18,12.18,24.36,12.18
V,200,0,20,40,2X,80,2X,4,8,0.04,180,90,45.1,141.7,0.71,1,-64.57,0.01,0,1.01,1,0.36,0.34,12.18,12.18,24.36,12.18
T7,100,0,20,30,1.50X,45,1.50X,4,24,0.24,90,90,45.1,83.51,0.84,1.6,-55.47,0,0,1.6,1,0.57,0.5,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,4,24,0.24,90,90,45.1,83.51,0.84,1.6,-55.47,0,0,1.6,1,0.57,0.5,7,7,14,7
M,50,0,10,20,2X,40,2X,2,8,0.16,25,50,45.09,39.85,0.8,2,-53.67,0,0,2,2,0.87,0.89,18.46,18.46,36.92,18.46
M,100,0,20,30,1.50X,45,1.50X,2,24,0.24,73,73,45.07,96.52,0.97,1.85,-59.62,0,0,1.99,2,0.66,0.67,16.34,16.34,32.68,16.34
M,50,0,10,20,2X,40,2X,1,8,0.16,30,60,45,45.6,0.91,1,35.88,0,0,1,1,0.8,0.81,24.78,24.78,49.55,24.78
M,100,0,20,40,2X,60,1.50X,1,24,0.24,96,96,44.98,99.71,1,1.23,57.91,0,0,1.23,2,0.73,0.77,38.59,38.59,77.17,38.59
T7,100,0,10,15,1.50X,22,1.50X,4,8,0.08,71,71,44.98,40.28,0.4,2.81,-56.17,0,0,4.36,2,0.7,0.6,7,7,14,7
T7,100,0,10,15,1.50X,30,2X,4,8,0.08,71,71,44.98,40.28,0.4,2.81,-56.17,0,0,4.36,2,0.7,0.6,7,7,14,7
V,50,0,10,20,2X,30,1.50X,1,8,0.16,39,78,44.93,29.58,0.59,1,17.66,0.03,0,1.03,1,0.42,0.38,8.35,8.35,16.7,8.35
V,50,0,10,20,2X,40,2X,1,8,0.16,39,78,44.93,29.58,0.59,1,17.66,0.03,0,1.03,1,0.42,0.38,8.35,8.35,16.7,8.35
T7,50,0,20,30,1.50X,45,1.50X,2,8,0.16,42,84,44.89,29.47,0.59,1.91,-49.41,0,0,1.94,1,0.67,0.58,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,2,8,0.16,42,84,44.89,29.47,0.59,1.91,-49.41,0,0,1.94,1,0.67,0.58,7,7,14,7
M,50,0,20,40,2X,80,2X,4,24,0.48,37,74,44.89,50,1,2.12,-51.28,0,0,2.12,1,0.91,0.91,15.32,15.32,30.64,15.32
M,100,0,10,20,2X,40,2X,4,8,0.08,75,75,44.88,92.07,0.92,2.47,-56.59,0,0,2.47,2,0.84,0.83,33.67,33.67,67.34,33.67
M,100,0,20,30,1.50X,60,2X,2,8,0.08,69,69,44.87,79.18,0.79,1.08,-18.22,0,0,1.7,1,0.71,0.72,24.48,24.48,48.97,24.48
M,200,0,20,30,1.50X,60,2X,2,8,0.04,179,89.5,44.86,180.55,0.9,1.32,-46.84,0,0,1.32,1,0.7,0.72,40.48,40.48,80.96,40.48
M,100,0,20,40,2X,60,1.50X,2,8,0.08,90,90,44.85,95.6,0.96,1.27,-49.42,0,0,1.27,1,0.72,0.71,24.65,24.65,49.29,24.65
T7,50,0,20,30,1.50X,45,1.50X,4,16,0.32,48,96,44.84,44.18,0.88,1.86,-72.84,0,0,1.86,1,0.69,0.49,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,4,16,0.32,48,96,44.84,44.18,0.88,1.86,-72.84,0,0,1.86,1,0.69,0.49,7,7,14,7
V,200,0,20,30,1.50X,45,1.50X,2,8,0.04,174,87,44.81,134.61,0.67,1,-33.7,0,0,1,1,0.37,0.35,11.99,11.99,23.98,11.99
V,200,0,20,30,1.50X,60,2X,2,8,0.04,174,87,44.81,134.61,0.67,1,-33.7,0,0,1,1,0.37,0.35,11.99,11.99,23.98,11.99
V,200,0,20,40,2X,60,1.50X,1,8,0.04,191,95.5,44.8,126.09,0.63,1,66.24,0,0,1,1,0.37,0.34,12.36,12.36,24.72,12.36
V,200,0,20,40,2X,80,2X,1,8,0.04,191,95.5,44.8,126.09,0.63,1,66.24,0,0,1,1,0.37,0.34,12.36,12.36,24.72,12.36
T7,100,0,20,40,2X,60,1.50X,4,8,0.08,66,66,44.78,54.07,0.54,1.79,-58.33,0,0,1.79,1,0.57,0.5,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,8,0.08,66,66,44.78,54.07,0.54,1.79,-58.33,0,0,1.79,1,0.57,0.5,7,7,14,7
M,100,0,20,30,1.50X,60,2X,4,8,0.08,73,73,44.71,88.98,0.89,1.8,-64.92,0,0,1.8,1,0.76,0.76,25.76,25.76,51.52,25.76
V,100,0,10,15,1.50X,22,1.50X,4,16,0.16,90,90,44.7,87.07,0.87,1,-50.97,0.39,0,1.39,1,0.37,0.39,10.96,10.96,21.92,10.96
V,100,0,10,15,1.50X,30,2X,4,16,0.16,90,90,44.7,87.07,0.87,1,-50.97,0.39,0,1.39,1,0.37,0.39,10.96,10.96,21.92,10.96
T7,200,0,20,30,1.50X,45,1.50X,2,8,0.04,160,80,44.69,95.12,0.48,1.24,-13.37,0,0,1.24,1,0.52,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,8,0.04,160,80,44.69,95.12,0.48,1.24,-13.37,0,0,1.24,1,0.52,0.49,7,7,14,7
M,50,0,10,20,2X,30,1.50X,1,16,0.32,0,0,44.69,49.59,0.99,1,-21.26,0,0,1,1,0.73,0.72,19.06,19.06,38.11,19.06
