mod,nAg,nOb,rRep,rOr,rOrX,rAt,rAtX,gr,inf,infnew,fouOLD,fou,dist,infneiOLD,infnei,infcom,exp,iso,isoLast,cco,ccoLast,cc,ccLast,degIn,degOut,degTot,avgDeg
V,100,0,20,40,2X,80,2X,4,24,0.24,100,100,0,95.38,0.95,1,-70.49,0.02,0,1.02,1,0.39,0.4,11.35,11.35,22.7,11.35
V,100,0,20,40,2X,80,2X,4,24,0.24,100,100,0,96.81,0.97,1,-63,0.01,0,1.01,1,0.39,0.39,11.29,11.29,22.57,11.29
V,100,0,20,40,2X,80,2X,4,24,0.24,100,100,0,92.91,0.93,1,-73.76,0.04,0,1.05,1,0.39,0.39,11.18,11.18,22.36,11.18
M,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,43.51,0.87,1.28,-38.13,0.77,0,2.05,1,0.66,0.69,11.35,11.35,22.69,11.35
M,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,42.7,0.85,1.49,-21.7,0.04,0,1.53,1,0.65,0.62,10.77,10.77,21.53,10.77
M,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,36.21,0.72,1.16,9.03,0.16,1,2.32,3,0.66,0.71,10.13,10.13,20.25,10.13
M,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,37.79,0.76,1.19,-36.9,0,0,1.36,1,0.68,0.65,11.53,11.53,23.07,11.53
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,48.81,0.98,1,-35.47,0,0,1,1,0.75,0.78,22.27,22.27,44.54,22.27
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,46.77,0.94,1.9,-17.36,0.13,0,1.9,2,0.71,0.77,17.67,17.67,35.34,17.67
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,46.94,0.94,1,-23.48,0.04,0,1.03,1,0.73,0.77,19.85,19.85,39.69,19.85
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,48.48,0.97,1,-29.85,0,0,1,1,0.73,0.75,20.46,20.46,40.92,20.46
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,47.52,0.95,1.24,-32.67,0.04,0,1.28,1,0.75,0.74,19.67,19.67,39.33,19.67
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,47.52,0.95,1,-36.19,0,0,1.5,1,0.72,0.79,20.27,20.27,40.54,20.27
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,42.08,0.84,1,-36.23,0,0,1,1,0.73,0.73,19.53,19.53,39.07,19.53
M,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,37.06,0.74,1.78,-22.22,0.32,1,1.83,2,0.73,0.72,16.87,16.87,33.74,16.87
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,45.4,0.91,1,-0.96,0,0,1,1,0.74,0.75,20.17,20.17,40.34,20.17
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,49.27,0.99,1,-27.84,0,0,1,1,0.75,0.76,21.91,21.91,43.83,21.91
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,48.94,0.98,1,-46.58,0,0,1,1,0.73,0.82,20.37,20.37,40.73,20.37
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,43.1,0.86,1.82,-18.62,0.82,0,1.82,1,0.72,0.71,19.3,19.3,38.59,19.3
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,48.83,0.98,1,-27.73,0,0,1,1,0.73,0.72,19.58,19.58,39.17,19.58
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,48.51,0.97,1,-27.92,0,0,1,1,0.73,0.77,19.65,19.65,39.29,19.65
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,49.6,0.99,1,-31.99,0,0,1,1,0.73,0.74,20.71,20.71,41.42,20.71
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,44.97,0.9,1,-34.92,0.04,0,1.04,1,0.74,0.74,20.42,20.42,40.84,20.42
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,46.48,0.93,1,-26.99,0.02,0,1.02,1,0.69,0.77,16.31,16.31,32.61,16.31
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,48.27,0.97,1,-21.83,0,0,1,1,0.74,0.75,21.17,21.17,42.35,21.17
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,41.25,0.83,1,-35.24,0,0,1.05,1,0.76,0.74,18.15,18.15,36.29,18.15
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,46.73,0.93,1,-27.99,0,0,1,1,0.73,0.73,20.71,20.71,41.41,20.71
M,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,44.15,0.88,1,-22.77,0.08,0,1.08,1,0.73,0.72,20.65,20.65,41.3,20.65
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.97,1,1,-34.71,0,0,1,1,0.83,0.82,32.51,32.51,65.02,32.51
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.94,1,1,-17.61,0,0,1,1,0.83,0.85,32.39,32.39,64.79,32.39
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.92,1,1,-48.13,0,0,1,1,0.8,0.91,29.46,29.46,58.93,29.46
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.95,1,1,-33.37,0,0,1,1,0.83,0.86,33.23,33.23,66.47,33.23
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.03,0.98,1,-31.25,0,0,1,1,0.81,0.81,30.77,30.77,61.54,30.77
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.73,0.99,1,-26.11,0,0,1,1,0.83,0.83,33.33,33.33,66.66,33.33
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.75,1,1,-26.88,0,0,1,1,0.81,0.81,30.6,30.6,61.19,30.6
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.98,1,1,-29.42,0,0,1,1,0.82,0.85,31.97,31.97,63.93,31.97
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.93,1,1,-25.51,0,0,1,1,0.81,0.86,31,31,61.99,31
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.95,1,1,-27.22,0,0,1,1,0.8,0.82,29.92,29.92,59.83,29.92
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.33,0.99,1,-35.33,0,0,1,1,0.82,0.81,31.17,31.17,62.34,31.17
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.87,1,1,-32.35,0,0,1,1,0.82,0.83,31.67,31.67,63.34,31.67
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.88,1,1,-38.27,0,0,1,1,0.81,0.87,31.47,31.47,62.94,31.47
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,49.17,0.98,1,-36.45,0,0,1,1,0.81,0.82,31.12,31.12,62.25,31.12
M,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,45.47,0.91,1,-21.1,0,0,1,1,0.8,0.79,28.4,28.4,56.8,28.4
M,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,43.44,0.87,1,26.36,0,0,1,1,0.67,0.7,14.31,14.31,28.61,14.31
M,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,43.5,0.87,1,38.5,0,0,1,1,0.67,0.69,14.62,14.62,29.24,14.62
M,50,0,20,30,1.50X,45,1.50X,1,16,0.32,50,100,0,35.79,0.72,1.36,39.75,0,0,1.46,1,0.67,0.67,9.97,9.97,19.94,9.97
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,46.93,0.94,1,79.11,0,0,1,1,0.74,0.77,20.38,20.38,40.77,20.38
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,48.85,0.98,1,15.27,0,0,1,1,0.75,0.78,24.64,24.64,49.28,24.64
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,47.28,0.95,1,28.49,0,0,1,1,0.76,0.77,24.9,24.9,49.8,24.9
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,47.84,0.96,1,23.93,0,0,1,1,0.74,0.77,23.16,23.16,46.33,23.16
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,46.41,0.93,1,31.02,0,0,1,1,0.75,0.78,22.73,22.73,45.46,22.73
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,47.54,0.95,1,29.87,0,0,1,1,0.76,0.78,24.9,24.9,49.8,24.9
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,48.16,0.96,1,22.65,0,0,1,1,0.75,0.77,22.79,22.79,45.58,22.79
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,49.02,0.98,1,22.21,0,0,1,1,0.73,0.77,21.86,21.86,43.73,21.86
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,48.66,0.97,1,39.92,0,0,1,1,0.76,0.79,25.64,25.64,51.28,25.64
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,48.24,0.96,1,42.72,0,0,1,1,0.74,0.73,17.94,17.94,35.87,17.94
M,50,0,20,30,1.50X,60,2X,1,16,0.32,50,100,0,49.48,0.99,1,24.48,0,0,1,1,0.76,0.78,24.22,24.22,48.43,24.22
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,47.69,0.95,1,64.45,0,0,1,1,0.76,0.77,24.06,24.06,48.13,24.06
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,49.33,0.99,1,26.1,0,0,1,1,0.74,0.77,22.05,22.05,44.11,22.05
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,46.8,0.94,1,33.11,0,0,1,1,0.74,0.76,22.25,22.25,44.51,22.25
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,47.07,0.94,1,22.02,0,0,1,1,0.73,0.77,21.36,21.36,42.71,21.36
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,49.74,0.99,1,37.32,0,0,1,1,0.75,0.77,24.14,24.14,48.27,24.14
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,48.65,0.97,1,37.93,0,0,1,1,0.75,0.75,24.13,24.13,48.26,24.13
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,45.76,0.92,1,4.67,0,0,1,1,0.76,0.81,25.3,25.3,50.6,25.3
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,49.17,0.98,1,16.83,0,0,1,1,0.74,0.79,20.64,20.64,41.28,20.64
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,49.87,1,1,27.22,0,0,1,1,0.74,0.76,22.36,22.36,44.72,22.36
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,49.99,1,1,24.75,0,0,1,1,0.76,0.76,25.19,25.19,50.38,25.19
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,49.8,1,1,39.75,0,0,1,1,0.76,0.77,25.66,25.66,51.33,25.66
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,48.88,0.98,1,19.96,0,0,1,1,0.75,0.78,23.41,23.41,46.81,23.41
M,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,47.39,0.95,1,37.97,0,0,1,1,0.75,0.76,24.27,24.27,48.54,24.27
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,49.55,0.99,1,66.88,0,0,1,1,0.83,0.83,33.42,33.42,66.85,33.42
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,49.92,1,1,22.25,0,0,1,1,0.83,0.85,33.53,33.53,67.05,33.53
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,26.97,0,0,1,1,0.84,0.85,34.82,34.82,69.64,34.82
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,49.85,1,1,42.58,0,0,1,1,0.84,0.84,35.02,35.02,70.04,35.02
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,48.86,0.98,1,32.13,0,0,1,1,0.84,0.87,34.87,34.87,69.74,34.87
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,48.72,0.97,1,16.37,0,0,1,1,0.84,0.86,33.78,33.78,67.55,33.78
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,49.97,1,1,35.93,0,0,1,1,0.83,0.83,33.5,33.5,67,33.5
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,23.18,0,0,1,1,0.81,0.87,31.47,31.47,62.93,31.47
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,23.82,0,0,1,1,0.86,0.86,36.69,36.69,73.38,36.69
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,49.93,1,1,45.26,0,0,1,1,0.82,0.85,31.91,31.91,63.82,31.91
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,45.94,0,0,1,1,0.84,0.85,34.66,34.66,69.31,34.66
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,28.17,0,0,1,1,0.82,0.84,33.03,33.03,66.06,33.03
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,28.54,0,0,1,1,0.85,0.84,35.78,35.78,71.57,35.78
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,49.96,1,1,27.44,0,0,1,1,0.83,0.85,33.44,33.44,66.89,33.44
M,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,50,1,1,30.06,0,0,1,1,0.84,0.87,35.19,35.19,70.39,35.19
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,42.73,0.85,1,3.27,0,0,1,1,0.57,0.55,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,39.73,0.79,1,-24.72,0,0,1,1,0.56,0.56,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,32.1,0.64,1,-3.16,0,0,1.21,1,0.58,0.57,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.41,0.77,1,-13.3,0,0,1,1,0.6,0.56,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,31.8,0.64,1.37,-27.51,0,0,1.37,1,0.6,0.57,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.34,0.77,1,-29.63,0,0,1,1,0.55,0.54,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,42.23,0.84,1,-28.87,0,0,1,1,0.56,0.55,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.14,0.76,1,-10.87,0,0,1,1,0.55,0.57,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,34.66,0.69,1,-17.51,0,0,1,1,0.55,0.55,7,7,14,7
T7,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.84,0.78,1,-26.48,0,0,1,1,0.55,0.56,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,42.73,0.85,1,3.27,0,0,1,1,0.57,0.55,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,39.73,0.79,1,-24.72,0,0,1,1,0.56,0.56,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,32.1,0.64,1,-3.16,0,0,1.21,1,0.58,0.57,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.41,0.77,1,-13.3,0,0,1,1,0.6,0.56,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,31.8,0.64,1.37,-27.51,0,0,1.37,1,0.6,0.57,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.34,0.77,1,-29.63,0,0,1,1,0.55,0.54,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,42.23,0.84,1,-28.87,0,0,1,1,0.56,0.55,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.14,0.76,1,-10.87,0,0,1,1,0.55,0.57,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,34.66,0.69,1,-17.51,0,0,1,1,0.55,0.55,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.84,0.78,1,-26.48,0,0,1,1,0.55,0.56,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,39.42,0.79,1,-25.96,0,0,1,1,0.54,0.54,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,33.43,0.67,1,-23.77,0,0,1,1,0.55,0.56,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,41.48,0.83,1,-12.92,0,0,1,1,0.57,0.54,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,38.22,0.76,1.47,-7.43,0,0,1.47,1,0.59,0.57,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,34.44,0.69,1.63,29.22,0,0,2.4,2,0.71,0.62,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,35.4,0.71,1,-8.1,0,0,1,1,0.55,0.56,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,38.62,0.77,1.42,-13.3,0,0,1.42,1,0.61,0.54,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,35.29,0.71,1,-1.53,0,0,1,1,0.62,0.59,7,7,14,7
T7,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,35.75,0.72,1,-21.22,0,0,1,1,0.57,0.53,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,39.42,0.79,1,-25.96,0,0,1,1,0.54,0.54,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,33.43,0.67,1,-23.77,0,0,1,1,0.55,0.56,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,41.48,0.83,1,-12.92,0,0,1,1,0.57,0.54,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,38.22,0.76,1.47,-7.43,0,0,1.47,1,0.59,0.57,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,34.44,0.69,1.63,29.22,0,0,2.4,2,0.71,0.62,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,35.4,0.71,1,-8.1,0,0,1,1,0.55,0.56,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,38.62,0.77,1.42,-13.3,0,0,1.42,1,0.61,0.54,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,35.29,0.71,1,-1.53,0,0,1,1,0.62,0.59,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,16,0.32,50,100,0,35.75,0.72,1,-21.22,0,0,1,1,0.57,0.53,7,7,14,7
T7,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,32.69,0.65,1,35.87,0,0,1.42,1,0.62,0.52,7,7,14,7
T7,50,0,20,40,2X,60,1.50X,1,16,0.32,50,100,0,34.29,0.69,1.53,19.42,0,0,1.53,1,0.61,0.52,7,7,14,7
T7,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,32.69,0.65,1,35.87,0,0,1.42,1,0.62,0.52,7,7,14,7
T7,50,0,20,40,2X,80,2X,1,16,0.32,50,100,0,34.29,0.69,1.53,19.42,0,0,1.53,1,0.61,0.52,7,7,14,7
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,42.44,0.85,1,-34.34,0.06,0,1.06,1,0.41,0.38,9.88,9.88,19.77,9.88
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,42.55,0.85,1,-18.32,0.48,0,1.49,1,0.4,0.47,9.54,9.54,19.08,9.54
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,43.29,0.87,1,-32.64,0.1,1,1.1,2,0.42,0.37,9.34,9.34,18.69,9.34
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,39.91,0.8,1,-41.39,0.08,0,1.08,1,0.43,0.48,9.68,9.68,19.37,9.68
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,41.27,0.83,1,-27.95,0.06,0,1.06,1,0.4,0.38,9.8,9.8,19.59,9.8
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,37.25,0.75,1,-35.73,0.05,0,1.05,1,0.44,0.39,9.38,9.38,18.76,9.38
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,44.15,0.88,1,-30.6,0.09,0,1.09,1,0.42,0.44,9.36,9.36,18.71,9.36
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,40.21,0.8,1,-21.79,0.02,1,1.02,2,0.42,0.36,9.45,9.45,18.9,9.45
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,37.92,0.76,1,-39.86,0.06,0,1.06,1,0.42,0.4,9.25,9.25,18.49,9.25
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.09,0.76,1,-14.68,0.22,0,1.23,1,0.42,0.46,9.47,9.47,18.93,9.47
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,43.85,0.88,1,-30.73,0.04,1,1.04,2,0.43,0.4,9.78,9.78,19.56,9.78
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,43.11,0.86,1,-3.4,0.14,1,1.14,2,0.42,0.42,9.34,9.34,18.67,9.34
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.78,0.78,1,-28.18,0.08,0,1.08,1,0.41,0.44,9.66,9.66,19.31,9.66
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,42.74,0.85,1,-32.36,0.05,1,1.05,2,0.41,0.42,9.86,9.86,19.72,9.86
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,43.32,0.87,1,-27.1,0.05,0,1.05,1,0.44,0.48,9.91,9.91,19.82,9.91
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,38.13,0.76,1,-25.24,0.37,0,1.37,1,0.41,0.43,9.52,9.52,19.05,9.52
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,40.5,0.81,1,-3.54,0.53,0,1.53,1,0.42,0.42,9.45,9.45,18.9,9.45
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,33.1,0.66,1,-26.34,0.47,1,1.47,2,0.41,0.38,9.1,9.1,18.19,9.1
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,41.21,0.82,1,-26.28,0.05,0,1.05,1,0.43,0.44,9.32,9.32,18.63,9.32
V,50,0,10,15,1.50X,22,1.50X,1,16,0.32,50,100,0,37.53,0.75,1,-10.07,0.27,1,1.39,2,0.43,0.41,9.63,9.63,19.26,9.63
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,42.44,0.85,1,-34.34,0.06,0,1.06,1,0.41,0.38,9.88,9.88,19.77,9.88
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,42.55,0.85,1,-18.32,0.48,0,1.49,1,0.4,0.47,9.54,9.54,19.08,9.54
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,43.29,0.87,1,-32.64,0.1,1,1.1,2,0.42,0.37,9.34,9.34,18.69,9.34
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,39.91,0.8,1,-41.39,0.08,0,1.08,1,0.43,0.48,9.68,9.68,19.37,9.68
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,41.27,0.83,1,-27.95,0.06,0,1.06,1,0.4,0.38,9.8,9.8,19.59,9.8
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,37.25,0.75,1,-35.73,0.05,0,1.05,1,0.44,0.39,9.38,9.38,18.76,9.38
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,44.15,0.88,1,-30.6,0.09,0,1.09,1,0.42,0.44,9.36,9.36,18.71,9.36
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,40.21,0.8,1,-21.79,0.02,1,1.02,2,0.42,0.36,9.45,9.45,18.9,9.45
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,37.92,0.76,1,-39.86,0.06,0,1.06,1,0.42,0.4,9.25,9.25,18.49,9.25
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.09,0.76,1,-14.68,0.22,0,1.23,1,0.42,0.46,9.47,9.47,18.93,9.47
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,43.85,0.88,1,-30.73,0.04,1,1.04,2,0.43,0.4,9.78,9.78,19.56,9.78
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,43.11,0.86,1,-3.4,0.14,1,1.14,2,0.42,0.42,9.34,9.34,18.67,9.34
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.78,0.78,1,-28.18,0.08,0,1.08,1,0.41,0.44,9.66,9.66,19.31,9.66
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,42.74,0.85,1,-32.36,0.05,1,1.05,2,0.41,0.42,9.86,9.86,19.72,9.86
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,43.32,0.87,1,-27.1,0.05,0,1.05,1,0.44,0.48,9.91,9.91,19.82,9.91
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,38.13,0.76,1,-25.24,0.37,0,1.37,1,0.41,0.43,9.52,9.52,19.05,9.52
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,40.5,0.81,1,-3.54,0.53,0,1.53,1,0.42,0.42,9.45,9.45,18.9,9.45
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,33.1,0.66,1,-26.34,0.47,1,1.47,2,0.41,0.38,9.1,9.1,18.19,9.1
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,41.21,0.82,1,-26.28,0.05,0,1.05,1,0.43,0.44,9.32,9.32,18.63,9.32
V,50,0,10,15,1.50X,30,2X,1,16,0.32,50,100,0,37.53,0.75,1,-10.07,0.27,1,1.39,2,0.43,0.41,9.63,9.63,19.26,9.63
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,33.33,0.67,1,-50.92,0.38,0,1.38,1,0.42,0.42,8.56,8.56,17.12,8.56
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,44.86,0.9,1,-18.83,0,0,1,1,0.45,0.41,9.89,9.89,19.79,9.89
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,42.45,0.85,1,-34.46,0.43,0,1.44,1,0.4,0.39,9.41,9.41,18.82,9.41
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,43.8,0.88,1,-26.31,0.03,0,1.03,1,0.44,0.39,9.79,9.79,19.59,9.79
V,50,0,10,20,2X,30,1.50X,1,16,0.32,50,100,0,43.28,0.87,1,-35.25,0.06,0,1.06,1,0.43,0.42,9.83,9.83,19.65,9.83
