mod,nAg,agDen,obDen,nOb,rRep,rOr,rOrX,rAt,rAtX,config,rea,lat,cc,avgDeg,avgTotDeg
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,68,606,0.574568459,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,562,0.56588946,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,377,0.577966002,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,45,5,0.554865394,7,14
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,66,1000,0.602962263,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,20,1000,0.586717502,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,32,1000,0.626158989,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,33,1000,0.625800332,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,29,1000,0.651454493,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.57072855,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,32,1000,0.603813175,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,61,175,0.642620509,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.591531319,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,90,56,0.593930745,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,33,1000,0.592585795,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.584243936,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,48,1000,0.604400789,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,67,1000,0.617825213,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,43,1000,0.612395515,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,52,1000,0.596767776,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,35,1000,0.590535029,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.600297531,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,23,1000,0.604236324,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,28,1000,0.593134116,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,47,1000,0.62716976,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,49,251,0.603120753,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,41,1000,0.598923678,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,39,132,0.599428295,7.00001,14.00002
T7,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,61,14,0.578004203,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,33,1000,0.607327415,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,90,125,0.631963279,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,37,1000,0.623826684,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,32,1000,0.617707553,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.577011655,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,84,146,0.57762534,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,28,1000,0.614484643,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,20,1000,0.590084888,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.619605006,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,35,1000,0.616174747,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,50,107,0.558401231,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,27,1000,0.595176481,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,50,1000,0.620845348,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,14,1000,0.591191406,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,33,1000,0.590104828,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.586833081,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,88,147,0.586809638,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,10,1000,0.640351175,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.628618986,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.574599515,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.637407246,7.00002,14.00004
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,35,1000,0.621500029,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,77,1000,0.588715209,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,35,1000,0.621860705,7.00001,14.00002
T7,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,74,1000,0.586234808,7.00001,14.00002
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,80.5,1000,0.534768773,7.001,14.002
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,9,0.527363446,7.000005,14.00001
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,87,673,0.564614286,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,9,0.523898529,7.00001,14.00002
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,468,0.553999023,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,8,0.527740684,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,96,190,0.511631179,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,75.5,1000,0.518576007,7.000005,14.00001
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,8,0.531388083,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,202,0.51467304,7.00001,14.00002
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,438,0.537398376,7.000005,14.00001
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,86.5,607,0.514347844,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,97,520,0.537011119,7.00001,14.00002
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,9,0.554677768,7.000005,14.00001
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,99,590,0.529945341,7.000005,14.00001
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,9,0.55144858,7.000005,14.00001
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,8,0.523816175,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,465,0.527916933,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,8,0.554222604,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,461,0.511901713,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,146,0.527514033,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,208,0.5143554,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,377,0.52627355,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,328,0.53243304,7,14
T7,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,245,0.542314826,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,74.5,456,0.560302983,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.552484575,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,18,410,0.564061293,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,12.5,1000,0.570391566,7.000015,14.00003
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,6,1000,0.556936832,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,24,1000,0.574271918,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,28.5,1000,0.569755307,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,21,1000,0.569289484,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,79,130,0.546556348,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,29,1000,0.575148201,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,71.5,1000,0.582027079,7.00001,14.00002
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,24.5,1000,0.569447267,7.00001,14.00002
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,71.5,149,0.543903996,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,16.5,1000,0.571847723,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,23.5,328,0.560632811,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,28,1000,0.582032477,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,20,1000,0.565785332,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,15,1000,0.561220903,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.553998502,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,14,1000,0.550266953,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,30,1000,0.56207257,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,20,1000,0.537810453,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,76.5,1000,0.563881827,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,16,1000,0.557650114,7.000005,14.00001
T7,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,64,252,0.553818163,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.536513672,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.549165868,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.543552372,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.54531141,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.534748698,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.542558124,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.543082432,7.00001,14.00002
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.55237636,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.55517935,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.543146056,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.554336116,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.550535413,7.00001,14.00002
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.528023742,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.548875087,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.542483068,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.54334659,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.542429867,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.545859243,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.543596102,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.53397823,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.551117257,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.548167817,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.545060927,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.546830295,7.000005,14.00001
T7,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.531881354,7.000005,14.00001
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,175,0.678544072,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,74,1000,0.697288601,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,48,1000,0.632428538,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,62,473,0.648878325,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,56,663,0.647931168,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,78,1000,0.678856681,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,66,1000,0.679329029,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,52,499,0.662532419,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,53,0.671273594,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,60,1000,0.650995239,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,88,253,0.660056423,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,169,0.616956131,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,136,0.623996096,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,58,632,0.677662953,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,543,0.732258469,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,21,0.62308757,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,496,0.662345765,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,52,1000,0.623963746,7,14
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,72,1000,0.684887485,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,94,568,0.65895712,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,46,1000,0.668071448,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,76,1000,0.680863191,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,36,428,0.657728562,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,48,1000,0.609405605,7.00002,14.00004
T7,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,78,416,0.6411588,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,38,1000,0.71330629,7.00004,14.00008
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.677100028,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.713277455,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.640984484,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,46,1000,0.675175982,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,22,1000,0.710095782,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,14,1000,0.616516895,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,44,1000,0.653919546,7.00004,14.00008
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.634996906,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.614159693,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,34,540,0.703061046,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,8,1000,0.669753371,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,48,1000,0.70467722,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.671388154,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.636822836,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.683210515,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,34,1000,0.669552193,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,44,1000,0.670127649,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,18,1000,0.643543765,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.638872615,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.685142683,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,28,1000,0.672248348,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.670573332,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,42,1000,0.649151665,7.00002,14.00004
T7,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.633179691,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,24,1000,0.729388186,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,42,1000,0.670568845,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.670414027,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,38,1000,0.730574627,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,70,1000,0.666940974,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,54,1000,0.75868134,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.694156,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,36,1000,0.652377149,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,70,2,0.607348764,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,82,1000,0.701864356,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,50,1000,0.718809401,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,40,1000,0.723566315,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,30,1000,0.692690539,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,34,1000,0.690307218,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.660249997,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,62,1000,0.685917174,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.645287821,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,62,1000,0.686464758,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,66,1000,0.672746002,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,66,1000,0.617724706,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,46,1000,0.675487614,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,60,1000,0.721146773,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,52,1000,0.704345248,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,56,1000,0.651412599,7.00002,14.00004
T7,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.65708094,7.00002,14.00004
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,98,0.352820462,7.312409936,14.62481987
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,101,0.358619951,8.45743995,16.9148799
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,3,0.279406787,8.615479916,17.23095983
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.362680348,9.845130033,19.69026007
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.397813698,11.20272002,22.40544004
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.363214731,10.24881001,20.49762003
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.401763087,11.29005001,22.58010001
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.381128023,11.21430999,22.42861997
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,3,0.317963354,8.69268995,17.3853799
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.288155623,8.36604998,16.73209996
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.3875164,9.754610002,19.50922
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.400487603,10.78281998,21.56563997
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.372263511,9.622739991,19.24547998
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.31984078,7.057029876,14.11405975
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.366570462,9.93933002,19.87866004
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.405751505,11.11393001,22.22786001
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.405781907,10.82314002,21.64628004
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.37696771,10.93831001,21.87662002
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.332721996,10.02408999,20.04817999
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.400880192,10.90890001,21.81780001
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.300695692,6.936359907,13.87271981
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.406740442,10.89471999,21.78943999
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.368783537,10.35536002,20.71072005
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,3,0.360131176,10.42438998,20.84877995
V,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.357561506,9.069550037,18.13910007
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,99,47,0.34644771,5.425540022,10.85108004
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,100,7,0.344757946,5.066620003,10.13324001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,10,3,0.386226402,5.497230004,10.99446001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,26,3,0.363929199,5.525980009,11.05196002
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.388980793,5.189789989,10.37957998
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,77,5,0.380832321,5.285100002,10.5702
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,50,16,0.366253722,5.136569995,10.27313999
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,8,5,0.385170417,5.427000007,10.85400001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.386275196,5.738850005,11.47770001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.367304531,5.525509985,11.05101997
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,17,1,0.375939198,5.431500006,10.86300001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,99,101,0.350465619,5.324339987,10.64867997
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,99,3,0.344576345,5.447600006,10.89520001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,2,5,0.382696898,5.176349996,10.35269999
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,100,2,0.343911453,5.158940012,10.31788002
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.386107045,5.418190003,10.83638001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.375108268,5.53126,11.06252
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,100,19,0.320926525,5.345390005,10.69078001
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.382915576,5.422169996,10.84433999
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,86,3,0.34736751,5.252310013,10.50462003
V,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.375246807,5.520690005,11.04138001
