mod,nAg,rRep,rOr,rOrX,rAt,rAtX,trial,iso,cco,exp,cc,degIn,degOut,avgDeg,degTot,astk,dirOld,dir,iter,inf,sstk,fda
V,200,20,30,1.50X,60,2X,22,1.02,2.02,-71.7,0.36,12.47,12.47,12.47,24.93,6,10.07,0.05,5,0.99,8,0.94
V,200,20,30,1.50X,60,2X,23,1.04,2.04,-55.22,0.36,12.51,12.51,12.51,25.02,6,10,0.05,8,0.99,948,0.97
V,200,20,30,1.50X,60,2X,24,1.02,2.02,-68.1,0.36,12.46,12.46,12.46,24.93,5,10.79,0.05,0,1,0,0.96
V,200,20,30,1.50X,60,2X,3,1.09,2.09,-60.16,0.36,12.41,12.41,12.41,24.82,6,10.74,0.05,0,0.99,0,0.89
V,200,20,30,1.50X,60,2X,4,1.04,2.09,-57.86,0.36,12.44,12.44,12.44,24.88,6,10.77,0.05,92,0.95,1145,1
V,200,20,30,1.50X,60,2X,5,1.01,2.03,-56.46,0.37,12.51,12.51,12.51,25.03,7,9.29,0.05,34,0.98,1489,0.95
V,200,20,30,1.50X,60,2X,6,1.06,2.06,-52.88,0.36,12.37,12.37,12.37,24.74,5,8.42,0.04,1,0.99,889,0.94
V,200,20,30,1.50X,60,2X,7,1.06,2.06,-61.72,0.36,12.57,12.57,12.57,25.14,7,10.5,0.05,0,1,0,0.99
V,200,20,30,1.50X,60,2X,8,1.02,2.03,-58.59,0.36,12.49,12.49,12.49,24.98,6,9.15,0.05,18,0.99,1762,0.99
V,200,20,30,1.50X,60,2X,9,1.04,2.04,-54.56,0.36,12.49,12.49,12.49,24.98,7,10.81,0.05,0,1,0,0.9
V,200,20,40,2X,60,1.50X,0,1.11,2.14,-56.18,0.35,12.52,12.52,12.52,25.03,6,9.26,0.05,50,0.97,1081,0.98
V,200,20,40,2X,60,1.50X,1,1.02,2.02,-63.22,0.35,12.54,12.54,12.54,25.08,6,12.27,0.06,0,0.99,0,0.9
V,200,20,40,2X,60,1.50X,10,1.08,2.08,-51.47,0.36,12.45,12.45,12.45,24.89,6,10.74,0.05,3,0.99,780,0.95
V,200,20,40,2X,60,1.50X,11,1,2,-56.71,0.35,12.54,12.54,12.54,25.09,6,11.51,0.06,3,0.99,496,0.91
V,200,20,40,2X,60,1.50X,12,1.03,2.03,-56.39,0.35,12.49,12.49,12.49,24.98,5,10.38,0.05,3,0.99,886,1
V,200,20,40,2X,60,1.50X,13,1.05,2.05,-57.81,0.35,12.57,12.57,12.57,25.14,5,9.71,0.05,0,1,0,0.99
V,200,20,40,2X,60,1.50X,14,1.12,2.12,-55.93,0.36,12.52,12.52,12.52,25.05,6,10.3,0.05,0,1,0,0.99
V,200,20,40,2X,60,1.50X,15,1.01,2.03,-61.64,0.36,12.52,12.52,12.52,25.04,6,10.53,0.05,28,0.98,640,0.99
V,200,20,40,2X,60,1.50X,16,1.02,2.03,-68.91,0.36,12.47,12.47,12.47,24.94,5,8.07,0.04,6,0.99,424,0.9
V,200,20,40,2X,60,1.50X,17,1.01,2.02,-55.56,0.35,12.61,12.61,12.61,25.21,6,8.73,0.04,20,0.99,1242,0.95
V,200,20,40,2X,60,1.50X,18,1.01,2.02,-57.66,0.35,12.46,12.46,12.46,24.91,6,9.9,0.05,36,0.98,258,0.96
V,200,20,40,2X,60,1.50X,19,1.09,2.21,-61.4,0.35,12.53,12.53,12.53,25.07,6,8.04,0.04,238,0.88,581,1
V,200,20,40,2X,60,1.50X,2,1.09,2.1,-56.46,0.34,12.59,12.59,12.59,25.17,6,11.08,0.06,0,0.99,0,0.99
V,200,20,40,2X,60,1.50X,20,1.05,2.05,-57.07,0.36,12.45,12.45,12.45,24.89,5,10.62,0.05,4,0.99,175,0.97
V,200,20,40,2X,60,1.50X,21,1.13,2.13,-56.4,0.36,12.59,12.59,12.59,25.19,6,10.21,0.05,0,0.99,0,0.92
V,200,20,40,2X,60,1.50X,22,1,2,-54.81,0.36,12.6,12.6,12.6,25.21,6,9.64,0.05,0,1,0,0.99
V,200,20,40,2X,60,1.50X,23,1.24,2.26,-55.89,0.36,12.42,12.42,12.42,24.83,6,7.78,0.04,0,0.99,0,1
V,200,20,40,2X,60,1.50X,24,1.05,2.17,-57.47,0.35,12.53,12.53,12.53,25.06,6,8.02,0.04,237,0.88,540,1
V,200,20,40,2X,60,1.50X,3,1.03,2.03,-60.24,0.35,12.56,12.56,12.56,25.11,7,12.96,0.06,0,0.99,0,0.99
V,200,20,40,2X,60,1.50X,4,1.01,2.02,-51.11,0.36,12.49,12.49,12.49,24.99,6,10.62,0.05,2,0.99,1941,0.99
V,200,20,40,2X,60,1.50X,5,1.05,2.07,-63.29,0.35,12.55,12.55,12.55,25.09,6,10.1,0.05,37,0.98,1066,1
V,200,20,40,2X,60,1.50X,6,1.08,2.08,-52.93,0.36,12.57,12.57,12.57,25.14,6,9.79,0.05,0,1,0,0.99
V,200,20,40,2X,60,1.50X,7,1.04,2.04,-60.13,0.35,12.63,12.63,12.63,25.25,5,9.43,0.05,1,0.99,1399,1
V,200,20,40,2X,60,1.50X,8,1.01,2.05,-67.05,0.35,12.58,12.58,12.58,25.16,6,9.33,0.05,65,0.96,1261,0.93
V,200,20,40,2X,60,1.50X,9,1,2,-57.21,0.35,12.57,12.57,12.57,25.14,6,10.49,0.05,0,1,0,0.99
V,50,20,30,1.50X,60,2X,0,1.02,2.11,-76.14,0.39,9.53,9.53,9.53,19.07,6,6.56,0.13,173,0.9,1016,0.98
V,50,20,30,1.50X,60,2X,1,1.04,2.04,-71.03,0.4,9.44,9.44,9.44,18.89,6,6.77,0.14,2,0.98,618,0.98
V,50,20,30,1.50X,60,2X,10,1.09,2.18,-62.73,0.4,9.6,9.6,9.6,19.2,8,7.47,0.15,136,0.89,458,0.98
V,50,20,30,1.50X,60,2X,11,1.21,2.26,-63.34,0.4,9.03,9.03,9.03,18.05,8,7.32,0.15,62,0.93,1044,0.98
V,50,20,30,1.50X,60,2X,12,1.12,2.18,-78.06,0.41,9.69,9.69,9.69,19.38,7,7.45,0.15,121,0.92,1379,0.98
V,50,20,30,1.50X,60,2X,13,1.16,2.18,-71.72,0.4,9.63,9.63,9.63,19.27,7,8.54,0.17,44,0.96,1023,0.98
V,50,20,30,1.50X,60,2X,14,1.17,2.2,-53.54,0.42,8.6,8.6,8.6,17.21,7,9.05,0.18,0,0.97,0,0.98
V,50,20,30,1.50X,60,2X,15,1.27,2.47,-75.72,0.39,9.71,9.71,9.71,19.42,9,6.71,0.13,219,0.79,1020,0.98
V,50,20,30,1.50X,60,2X,16,1.07,2.13,-67.4,0.4,9.58,9.58,9.58,19.15,7,7.3,0.15,84,0.94,1169,0.98
V,50,20,30,1.50X,60,2X,17,1.14,2.27,-73.23,0.4,9.43,9.43,9.43,18.86,7,6.89,0.14,251,0.86,1263,0.98
V,50,20,30,1.50X,60,2X,18,1.19,2.23,-73.76,0.41,9.67,9.67,9.67,19.35,7,7.37,0.15,85,0.94,958,0.98
V,50,20,30,1.50X,60,2X,19,1.13,2.21,-71.19,0.39,9.65,9.65,9.65,19.31,6,6.18,0.12,165,0.9,1727,0.98
V,50,20,30,1.50X,60,2X,2,1,2,-75.19,0.4,9.76,9.76,9.76,19.53,6,7.99,0.16,0,0.98,0,0.98
V,50,20,30,1.50X,60,2X,20,1,2.07,-71.39,0.4,9.64,9.64,9.64,19.29,6,7.1,0.14,146,0.91,362,0.98
V,50,20,30,1.50X,60,2X,21,1.02,2.03,-74.27,0.4,9.64,9.64,9.64,19.27,6,7.13,0.14,3,0.98,1981,0.98
V,50,20,30,1.50X,60,2X,22,1.17,2.17,-74.46,0.4,9.75,9.75,9.75,19.49,8,7.38,0.15,0,0.98,0,0.98
V,50,20,30,1.50X,60,2X,23,1.1,2.17,-68.72,0.4,9.53,9.53,9.53,19.07,10,8.72,0.17,149,0.91,574,0.98
V,50,20,30,1.50X,60,2X,24,1.13,2.14,-71.96,0.4,9.41,9.41,9.41,18.82,6,7.5,0.15,8,0.97,1106,0.98
V,50,20,30,1.50X,60,2X,3,1.01,2.18,-73.96,0.41,9.96,9.96,9.96,19.93,7,7.74,0.15,341,0.81,754,0.98
V,50,20,30,1.50X,60,2X,4,1.17,2.17,-77.82,0.41,9.63,9.63,9.63,19.26,7,8.4,0.17,1,0.98,871,0.98
V,50,20,30,1.50X,60,2X,5,1.13,2.27,-65.72,0.39,9.67,9.67,9.67,19.35,6,6.88,0.14,142,0.88,1137,0.98
V,50,20,30,1.50X,60,2X,6,1.11,2.18,-74.25,0.4,9.73,9.73,9.73,19.45,7,8.11,0.16,145,0.91,485,0.98
V,50,20,30,1.50X,60,2X,7,1.13,2.22,-55.4,0.41,9.2,9.2,9.2,18.41,8,8.07,0.16,32,0.9,464,0.98
V,50,20,30,1.50X,60,2X,8,1.17,2.36,-76.72,0.39,9.56,9.56,9.56,19.11,7,7.01,0.14,346,0.81,937,0.98
V,50,20,30,1.50X,60,2X,9,1.01,2.13,-74.89,0.4,9.67,9.67,9.67,19.34,7,6.57,0.13,251,0.86,1117,0.98
V,50,20,40,2X,60,1.50X,0,1.12,2.16,-72.91,0.4,9.72,9.72,9.72,19.44,7,7.45,0.15,87,0.94,990,0.98
V,50,20,40,2X,60,1.50X,1,1.25,2.27,-72.21,0.39,9.87,9.87,9.87,19.74,7,8.52,0.17,29,0.97,1372,0.98
V,50,20,40,2X,60,1.50X,10,1.04,2.21,-73.94,0.41,9.27,9.27,9.27,18.54,7,6.55,0.13,295,0.84,1068,0.98
V,50,20,40,2X,60,1.50X,11,1.12,2.24,-73.54,0.41,9.41,9.41,9.41,18.83,9,8.29,0.17,242,0.86,528,0.98
V,50,20,40,2X,60,1.50X,12,1.15,2.16,-67.82,0.4,9.47,9.47,9.47,18.94,7,8.26,0.17,20,0.97,712,0.98
V,50,20,40,2X,60,1.50X,13,1.03,2.23,-69.89,0.39,9.79,9.79,9.79,19.58,9,8.31,0.17,406,0.78,600,0.98
V,50,20,40,2X,60,1.50X,14,1.05,2.07,-76.15,0.41,9.93,9.93,9.93,19.87,7,8.33,0.17,47,0.96,491,0.98
V,50,20,40,2X,60,1.50X,15,1.02,2.06,-76.37,0.39,9.98,9.98,9.98,19.97,7,9.03,0.18,93,0.93,916,0.98
V,50,20,40,2X,60,1.50X,16,1.06,2.11,-74.72,0.39,9.9,9.9,9.9,19.81,7,8.17,0.16,97,0.93,390,0.98
V,50,20,40,2X,60,1.50X,17,1.23,2.31,-74.89,0.41,9.22,9.22,9.22,18.43,8,7.65,0.15,165,0.9,938,0.98
V,50,20,40,2X,60,1.50X,18,1.11,2.17,-71.31,0.4,9.47,9.47,9.47,18.95,8,7.91,0.16,103,0.92,1075,0.98
V,50,20,40,2X,60,1.50X,19,1.1,2.16,-77.58,0.4,9.72,9.72,9.72,19.44,8,7.69,0.15,115,0.92,554,0.98
V,50,20,40,2X,60,1.50X,2,1.04,2.05,-78.08,0.38,9.94,9.94,9.94,19.88,7,8.52,0.17,2,0.98,1493,0.98
V,50,20,40,2X,60,1.50X,20,1.03,2.1,-75.62,0.4,9.96,9.96,9.96,19.93,7,7.92,0.16,155,0.9,676,0.98
V,50,20,40,2X,60,1.50X,21,1.25,2.3,-70.54,0.39,9.82,9.82,9.82,19.63,8,7.57,0.15,18,0.94,485,0.98
V,50,20,40,2X,60,1.50X,22,1.01,2.04,-71.76,0.41,9.6,9.6,9.6,19.21,7,8.24,0.16,57,0.95,1540,0.98
V,50,20,40,2X,60,1.50X,23,1.09,2.3,-75.03,0.4,9.88,9.88,9.88,19.76,8,7.15,0.14,432,0.77,559,0.98
V,50,20,40,2X,60,1.50X,24,1,2.07,-74.99,0.39,9.86,9.86,9.86,19.72,7,7.57,0.15,134,0.91,1347,0.98
V,50,20,40,2X,60,1.50X,3,1.09,2.13,-73.61,0.39,9.94,9.94,9.94,19.88,8,9.34,0.19,81,0.94,554,0.98
V,50,20,40,2X,60,1.50X,4,1.03,2.06,-76.47,0.41,9.71,9.71,9.71,19.42,8,7.49,0.15,72,0.94,449,0.98
V,50,20,40,2X,60,1.50X,5,1.07,2.11,-72.39,0.41,9.71,9.71,9.71,19.43,10,9.05,0.18,74,0.94,1315,0.98
V,50,20,40,2X,60,1.50X,6,1.02,2.15,-73.31,0.39,9.81,9.81,9.81,19.62,9,9.85,0.2,265,0.85,653,0.98
V,50,20,40,2X,60,1.50X,7,1.09,2.17,-70.21,0.41,9.77,9.77,9.77,19.54,7,7.44,0.15,154,0.9,1126,0.98
V,50,20,40,2X,60,1.50X,8,1.02,2.19,-76.24,0.41,9.6,9.6,9.6,19.21,7,6.35,0.13,340,0.81,590,0.98
V,50,20,40,2X,60,1.50X,9,1.06,2.17,-76.01,0.41,9.91,9.91,9.91,19.82,8,7.99,0.16,235,0.86,586,0.98
T7,100,20,30,1.50X,60,2X,0,1,2.31,-30.88,0.58,6.93,6.93,6.93,13.86,81,4.16,0.04,577,0.5,1017,0.68
T7,100,20,30,1.50X,60,2X,1,1,2.4,-9.77,0.58,6.93,6.93,6.93,13.86,71,2.4,0.02,66,0.51,1934,0.44
T7,100,20,30,1.50X,60,2X,10,1,1.91,-57.91,0.54,6.93,6.93,6.93,13.86,83,3.67,0.04,617,0.43,1272,0.56
T7,100,20,30,1.50X,60,2X,11,1,2.03,-41.69,0.57,6.93,6.93,6.93,13.86,98,3.56,0.04,0,0.74,0,0.59
T7,100,20,30,1.50X,60,2X,12,1,2.47,-11.68,0.59,6.93,6.93,6.93,13.86,101,3.95,0.04,0,0.5,0,0.62
T7,100,20,30,1.50X,60,2X,13,1,1.88,-48.71,0.54,6.93,6.93,6.93,13.86,98,3.26,0.03,755,0.54,1103,0.46
T7,100,20,30,1.50X,60,2X,14,1,2.67,-61.65,0.57,6.93,6.93,6.93,13.86,96,1.98,0.02,978,0.26,878,0.31
T7,100,20,30,1.50X,60,2X,15,1,2.39,-40.45,0.56,6.93,6.93,6.93,13.86,118,1.9,0.02,809,0.38,624,0.29
T7,100,20,30,1.50X,60,2X,16,1,3.01,-10.18,0.59,6.93,6.93,6.93,13.86,104,2.29,0.02,883,0.28,620,0.43
T7,100,20,30,1.50X,60,2X,17,1,2.09,-32.74,0.58,6.93,6.93,6.93,13.86,122,3.11,0.03,0,0.63,0,0.36
T7,100,20,30,1.50X,60,2X,18,1,2.06,-56.4,0.57,6.93,6.93,6.93,13.86,83,3.95,0.04,0,0.6,0,0.59
T7,100,20,30,1.50X,60,2X,19,1,1.68,-65.73,0.53,6.93,6.93,6.93,13.86,91,6.06,0.06,0,0.74,0,0.83
T7,100,20,30,1.50X,60,2X,2,1,2.21,-60.7,0.57,6.93,6.93,6.93,13.86,103,2.17,0.02,95,0.62,1563,0.39
T7,100,20,30,1.50X,60,2X,20,1,3.73,6.24,0.61,6.93,6.93,6.93,13.86,74,2.48,0.02,449,0.29,1358,0.56
T7,100,20,30,1.50X,60,2X,21,1,1.26,-67.3,0.54,6.93,6.93,6.93,13.86,114,4.87,0.05,0,0.95,0,0.61
T7,100,20,30,1.50X,60,2X,22,1,2.01,-66.25,0.56,6.93,6.93,6.93,13.86,64,3.66,0.04,339,0.6,650,0.7
T7,100,20,30,1.50X,60,2X,23,1,2.45,-62.31,0.55,6.93,6.93,6.93,13.86,69,2.43,0.02,1025,0.29,555,0.57
T7,100,20,30,1.50X,60,2X,24,1,1.79,-62.15,0.55,6.93,6.93,6.93,13.86,90,4.62,0.05,0,0.7,0,0.75
T7,100,20,30,1.50X,60,2X,3,1,2.08,-29.67,0.57,6.93,6.93,6.93,13.86,92,3.36,0.03,58,0.59,1813,0.45
T7,100,20,30,1.50X,60,2X,4,1,2.76,-46.74,0.62,6.93,6.93,6.93,13.86,128,3.67,0.04,442,0.39,1432,0.45
T7,100,20,30,1.50X,60,2X,5,1,3.14,3.62,0.6,6.93,6.93,6.93,13.86,78,2.75,0.03,136,0.44,929,0.58
T7,100,20,30,1.50X,60,2X,6,1,2.14,-29.5,0.57,6.93,6.93,6.93,13.86,175,4.92,0.05,0,0.53,0,0.37
T7,100,20,30,1.50X,60,2X,7,1,2.39,-44,0.58,6.93,6.93,6.93,13.86,111,3.07,0.03,0,0.69,0,0.46
T7,100,20,30,1.50X,60,2X,8,1,2.12,-35.39,0.57,6.93,6.93,6.93,13.86,101,3.95,0.04,67,0.61,1714,0.53
T7,100,20,30,1.50X,60,2X,9,1,2.59,-4.46,0.58,6.93,6.93,6.93,13.86,122,3.01,0.03,0,0.45,0,0.43
T7,100,20,40,2X,60,1.50X,0,1,2.09,-58.4,0.56,6.93,6.93,6.93,13.86,68,3.82,0.04,459,0.49,906,0.78
T7,100,20,40,2X,60,1.50X,1,1,1.82,-28.04,0.55,6.93,6.93,6.93,13.86,123,3.95,0.04,0,0.71,0,0.51
T7,100,20,40,2X,60,1.50X,10,1,2.71,-26.95,0.58,6.93,6.93,6.93,13.86,118,3.37,0.03,0,0.31,0,0.31
T7,100,20,40,2X,60,1.50X,11,1,2.44,-42.73,0.57,6.93,6.93,6.93,13.86,111,4.58,0.05,359,0.48,487,0.53
T7,100,20,40,2X,60,1.50X,12,1,3.34,-52.62,0.58,6.93,6.93,6.93,13.86,79,2.11,0.02,1045,0.29,581,0.46
T7,100,20,40,2X,60,1.50X,13,1,1.89,-52.59,0.54,6.93,6.93,6.93,13.86,67,3.52,0.04,787,0.46,1213,0.63
T7,100,20,40,2X,60,1.50X,14,1,2.34,-59.13,0.54,6.93,6.93,6.93,13.86,93,2,0.02,1148,0.21,642,0.38
T7,100,20,40,2X,60,1.50X,15,1,1.85,-55.08,0.55,6.93,6.93,6.93,13.86,148,1.94,0.02,361,0.68,479,0.21
T7,100,20,40,2X,60,1.50X,16,1,2.18,-56.58,0.53,6.93,6.93,6.93,13.86,72,1.19,0.01,1499,0.22,501,0.29
T7,100,20,40,2X,60,1.50X,17,1,1.93,-54.85,0.56,6.93,6.93,6.93,13.86,125,3.27,0.03,0,0.57,0,0.33
T7,100,20,40,2X,60,1.50X,18,1,1.95,-58.29,0.55,6.93,6.93,6.93,13.86,90,3.08,0.03,476,0.52,1058,0.49
T7,100,20,40,2X,60,1.50X,19,1,3.1,-1.38,0.6,6.93,6.93,6.93,13.86,99,2.87,0.03,535,0.4,1317,0.44
T7,100,20,40,2X,60,1.50X,2,1,2.71,-59.67,0.56,6.93,6.93,6.93,13.86,84,1.27,0.01,1427,0.09,508,0.26
T7,100,20,40,2X,60,1.50X,20,1,2.83,-18.6,0.58,6.93,6.93,6.93,13.86,70,3.22,0.03,860,0.4,435,0.53
T7,100,20,40,2X,60,1.50X,21,1,2.05,13.43,0.57,6.93,6.93,6.93,13.86,75,3.33,0.03,271,0.57,1166,0.65
T7,100,20,40,2X,60,1.50X,22,1,2.84,-40.78,0.56,6.93,6.93,6.93,13.86,110,2.6,0.03,1143,0.19,505,0.41
T7,100,20,40,2X,60,1.50X,23,1,1.5,-39.22,0.54,6.93,6.93,6.93,13.86,72,4.52,0.05,516,0.61,1113,0.71
T7,100,20,40,2X,60,1.50X,24,1,1.29,-57.23,0.52,6.93,6.93,6.93,13.86,210,2.52,0.03,363,0.71,1632,0.18
T7,100,20,40,2X,60,1.50X,3,1,1.94,-52.66,0.54,6.93,6.93,6.93,13.86,64,1.26,0.01,1391,0.28,431,0.31
T7,100,20,40,2X,60,1.50X,4,1,2.27,-61.08,0.55,6.93,6.93,6.93,13.86,118,4.4,0.04,789,0.34,668,0.47
T7,100,20,40,2X,60,1.50X,5,1,2.26,-18.76,0.53,6.93,6.93,6.93,13.86,77,3.26,0.03,985,0.41,692,0.51
T7,100,20,40,2X,60,1.50X,6,1,1.73,-53.29,0.53,6.93,6.93,6.93,13.86,102,2.62,0.03,1089,0.44,642,0.27
T7,100,20,40,2X,60,1.50X,7,1,2.14,-49.24,0.56,6.93,6.93,6.93,13.86,92,3.05,0.03,354,0.43,811,0.44
T7,100,20,40,2X,60,1.50X,8,1,3.46,-18.86,0.58,6.93,6.93,6.93,13.86,80,1.93,0.02,1275,0.19,389,0.36
T7,100,20,40,2X,60,1.50X,9,1,3.19,-17.73,0.6,6.93,6.93,6.93,13.86,102,3.42,0.03,360,0.35,1559,0.36
T7,200,20,30,1.50X,60,2X,0,1,3.47,2.15,0.56,6.97,6.97,6.97,13.93,76,4.43,0.02,203,0.45,819,0.39
T7,200,20,30,1.50X,60,2X,1,1,1.54,-47.62,0.5,6.97,6.97,6.97,13.93,80,4.73,0.02,124,0.84,624,0.48
T7,200,20,30,1.50X,60,2X,10,1,2.41,-48.14,0.52,6.97,6.97,6.97,13.93,79,2.78,0.01,960,0.43,599,0.27
T7,200,20,30,1.50X,60,2X,11,1,1.63,-44.19,0.51,6.97,6.97,6.97,13.93,56,3.61,0.02,525,0.61,493,0.54
T7,200,20,30,1.50X,60,2X,12,1,2.28,-42.51,0.51,6.97,6.97,6.97,13.93,44,2.59,0.01,1009,0.44,495,0.49
T7,200,20,30,1.50X,60,2X,13,1,2.39,-24.11,0.54,6.97,6.97,6.97,13.93,124,2.93,0.01,727,0.39,802,0.2
T7,200,20,30,1.50X,60,2X,14,1,2.07,-21.34,0.54,6.97,6.97,6.97,13.93,70,3.54,0.02,517,0.6,1448,0.41
T7,200,20,30,1.50X,60,2X,15,1,2.2,-38.2,0.53,6.97,6.97,6.97,13.93,53,2.86,0.01,536,0.47,463,0.43
T7,200,20,30,1.50X,60,2X,16,1,1.83,-36.54,0.52,6.97,6.97,6.97,13.93,74,3.52,0.02,709,0.56,656,0.38
T7,200,20,30,1.50X,60,2X,17,1,2.17,-37.8,0.51,6.97,6.97,6.97,13.93,70,2.57,0.01,1025,0.42,858,0.28
T7,200,20,30,1.50X,60,2X,18,1,2.38,-9.69,0.51,6.97,6.97,6.97,13.93,59,2.9,0.01,923,0.28,469,0.43
T7,200,20,30,1.50X,60,2X,19,1,2.26,-3.72,0.53,6.97,6.97,6.97,13.93,64,6.05,0.03,0,0.58,0,0.6
T7,200,20,30,1.50X,60,2X,2,1,1.08,-45.25,0.51,6.97,6.97,6.97,13.93,82,2.93,0.01,0,0.98,0,0.28
T7,200,20,30,1.50X,60,2X,20,1,1.38,-49.17,0.5,6.97,6.97,6.97,13.93,48,4.27,0.02,430,0.75,1073,0.56
T7,200,20,30,1.50X,60,2X,21,1,2.35,-36.37,0.52,6.97,6.97,6.97,13.93,86,5.88,0.03,329,0.77,1082,0.42
T7,200,20,30,1.50X,60,2X,22,1,2.08,-5.33,0.52,6.97,6.97,6.97,13.93,74,6.01,0.03,0,0.64,0,0.61
T7,200,20,30,1.50X,60,2X,23,1,2.16,-16.92,0.54,6.97,6.97,6.97,13.93,61,4.26,0.02,0,0.63,0,0.55
T7,200,20,30,1.50X,60,2X,24,1,1.15,-53.28,0.5,6.97,6.97,6.97,13.93,80,5.02,0.03,46,0.91,1954,0.49
T7,200,20,30,1.50X,60,2X,3,1,2.75,-28.7,0.53,6.97,6.97,6.97,13.93,50,3.03,0.02,586,0.42,922,0.5
T7,200,20,30,1.50X,60,2X,4,1,1.64,-38.74,0.51,6.97,6.97,6.97,13.93,98,3.2,0.02,709,0.6,1140,0.27
T7,200,20,30,1.50X,60,2X,5,1,2.39,-7.15,0.52,6.97,6.97,6.97,13.93,98,3.54,0.02,304,0.49,441,0.32
T7,200,20,30,1.50X,60,2X,6,1,1.27,-54.88,0.5,6.97,6.97,6.97,13.93,73,3.76,0.02,165,0.84,1224,0.47
T7,200,20,30,1.50X,60,2X,7,1,1.53,-45.86,0.51,6.97,6.97,6.97,13.93,134,5.23,0.03,101,0.76,1899,0.33
T7,200,20,30,1.50X,60,2X,8,1,2.49,-46.16,0.53,6.97,6.97,6.97,13.93,89,3.61,0.02,621,0.5,492,0.36
T7,200,20,30,1.50X,60,2X,9,1,1.99,-38.88,0.51,6.97,6.97,6.97,13.93,63,4.6,0.02,189,0.64,984,0.63
T7,200,20,40,2X,60,1.50X,0,1,1.92,-0.37,0.51,6.97,6.97,6.97,13.93,69,5.38,0.03,260,0.6,1138,0.6
T7,200,20,40,2X,60,1.50X,1,1,2.18,0.42,0.51,6.97,6.97,6.97,13.93,71,3.86,0.02,540,0.6,1275,0.48
T7,200,20,40,2X,60,1.50X,10,1,1.6,-41.65,0.51,6.97,6.97,6.97,13.93,72,5.04,0.03,513,0.65,1415,0.55
T7,200,20,40,2X,60,1.50X,11,1,1.48,-47,0.49,6.97,6.97,6.97,13.93,78,3.38,0.02,854,0.54,703,0.42
T7,200,20,40,2X,60,1.50X,12,1,1.54,-41.94,0.49,6.97,6.97,6.97,13.93,58,1.95,0.01,717,0.56,873,0.28
T7,200,20,40,2X,60,1.50X,13,1,1.9,-24.59,0.52,6.97,6.97,6.97,13.93,73,2.98,0.01,700,0.52,760,0.34
T7,200,20,40,2X,60,1.50X,14,1,3.14,4.18,0.52,6.97,6.97,6.97,13.93,87,3.24,0.02,836,0.28,646,0.32
T7,200,20,40,2X,60,1.50X,15,1,1.69,-43.64,0.51,6.97,6.97,6.97,13.93,72,5,0.03,225,0.7,534,0.53
T7,200,20,40,2X,60,1.50X,16,1,1.31,-44.26,0.5,6.97,6.97,6.97,13.93,75,5.1,0.03,366,0.81,1223,0.55
T7,200,20,40,2X,60,1.50X,17,1,1.92,-34.42,0.51,6.97,6.97,6.97,13.93,49,3.65,0.02,801,0.55,532,0.59
T7,200,20,40,2X,60,1.50X,18,1,2.25,-38.51,0.51,6.97,6.97,6.97,13.93,67,3.26,0.02,596,0.49,955,0.38
T7,200,20,40,2X,60,1.50X,19,1,2.38,-10.05,0.53,6.97,6.97,6.97,13.93,81,3.44,0.02,679,0.37,1136,0.25
T7,200,20,40,2X,60,1.50X,2,1,1.4,-13.35,0.51,6.97,6.97,6.97,13.93,64,3.47,0.02,158,0.77,1631,0.48
T7,200,20,40,2X,60,1.50X,20,1,1.55,-37.55,0.5,6.97,6.97,6.97,13.93,75,5.82,0.03,280,0.8,519,0.51
T7,200,20,40,2X,60,1.50X,21,1,1.79,1.01,0.51,6.97,6.97,6.97,13.93,84,5.69,0.03,122,0.7,559,0.51
T7,200,20,40,2X,60,1.50X,22,1,1.63,-43.12,0.51,6.97,6.97,6.97,13.93,121,5.17,0.03,50,0.71,384,0.29
T7,200,20,40,2X,60,1.50X,23,1,1.29,-50.12,0.49,6.97,6.97,6.97,13.93,64,5.95,0.03,131,0.87,608,0.65
T7,200,20,40,2X,60,1.50X,24,1,2.07,-41.18,0.5,6.97,6.97,6.97,13.93,57,3.72,0.02,923,0.49,450,0.53
T7,200,20,40,2X,60,1.50X,3,1,1.99,-40.21,0.51,6.97,6.97,6.97,13.93,59,3.87,0.02,779,0.5,763,0.52
T7,200,20,40,2X,60,1.50X,4,1,1.52,-49.02,0.5,6.97,6.97,6.97,13.93,45,3.41,0.02,807,0.58,436,0.65
T7,200,20,40,2X,60,1.50X,5,1,1.9,-47.04,0.5,6.97,6.97,6.97,13.93,67,0.74,0,1713,0.11,287,0.11
T7,200,20,40,2X,60,1.50X,6,1,1.7,-52.79,0.51,6.97,6.97,6.97,13.93,65,5.67,0.03,390,0.68,1234,0.6
T7,200,20,40,2X,60,1.50X,7,1,1.91,-55.43,0.51,6.97,6.97,6.97,13.93,76,4.09,0.02,768,0.52,496,0.39
T7,200,20,40,2X,60,1.50X,8,1,1.35,-44.51,0.5,6.97,6.97,6.97,13.93,77,5.17,0.03,207,0.88,1793,0.43
T7,200,20,40,2X,60,1.50X,9,1,1.18,-42.98,0.49,6.97,6.97,6.97,13.93,103,6.08,0.03,0,0.96,0,0.36
T7,50,20,30,1.50X,60,2X,0,1,2.01,-43.46,0.61,6.86,6.86,6.86,13.72,195,4,0.08,0,0.54,0,0.62
